exercise_index,entity_id,original_question_id
327,ex327,51412
328,ex328,51413
329,ex329,51415
330,ex330,51417
331,ex331,51421
332,ex332,51460
333,ex333,51465
334,ex334,51467
335,ex335,51478
336,ex336,52225
337,ex337,52255
338,ex338,52261
339,ex339,52273
340,ex340,52279
341,ex341,52285
342,ex342,52297
343,ex343,52321
344,ex344,52333
345,ex345,52339
346,ex346,53263
347,ex347,53266
348,ex348,53319
349,ex349,53533
350,ex350,53537
351,ex351,53541
352,ex352,53545
353,ex353,53549
354,ex354,53553
355,ex355,53557
356,ex356,53561
357,ex357,53565
358,ex358,53569
359,ex359,53573
360,ex360,53577
361,ex361,53581
362,ex362,53585
363,ex363,53589
364,ex364,53593
365,ex365,53597
366,ex366,53601
367,ex367,53605
368,ex368,53609
369,ex369,53613
370,ex370,53617
371,ex371,53621
372,ex372,53625
373,ex373,53629
374,ex374,53637
375,ex375,53641
376,ex376,53645
377,ex377,53649
378,ex378,53653
379,ex379,53657
380,ex380,53661
381,ex381,53665
382,ex382,53669
383,ex383,53673
384,ex384,53677
385,ex385,53681
386,ex386,53685
387,ex387,53689
388,ex388,53693
389,ex389,53697
390,ex390,53701
391,ex391,53705
392,ex392,53709
393,ex393,53713
394,ex394,53717
395,ex395,53721
396,ex396,53725
397,ex397,53729
398,ex398,53733
399,ex399,53737
400,ex400,53741
401,ex401,53745
402,ex402,53749
403,ex403,53753
404,ex404,53757
405,ex405,53761
406,ex406,53765
407,ex407,53769
408,ex408,53773
409,ex409,53774
410,ex410,53775
411,ex411,53776
412,ex412,53777
413,ex413,53778
414,ex414,53779
415,ex415,53780
416,ex416,53781
417,ex417,53782
418,ex418,53783
419,ex419,53784
420,ex420,53785
421,ex421,53786
422,ex422,53787
423,ex423,53788
424,ex424,53789
425,ex425,53790
426,ex426,53791
427,ex427,53792
428,ex428,53793
429,ex429,53794
430,ex430,53795
431,ex431,53796
432,ex432,53797
433,ex433,53798
434,ex434,53799
435,ex435,53800
436,ex436,53801
437,ex437,53802
438,ex438,53833
439,ex439,53834
440,ex440,53836
441,ex441,53837
442,ex442,53838
443,ex443,53839
444,ex444,53840
445,ex445,53841
446,ex446,53842
447,ex447,53983
448,ex448,53987
449,ex449,53991
450,ex450,53995
451,ex451,53999
452,ex452,54003
453,ex453,54007
454,ex454,54011
455,ex455,54015
456,ex456,54019
457,ex457,54023
458,ex458,54027
459,ex459,54031
460,ex460,54035
461,ex461,54039
462,ex462,54043
463,ex463,54047
464,ex464,54051
465,ex465,54055
466,ex466,54059
467,ex467,54063
468,ex468,54067
469,ex469,54071
470,ex470,54075
471,ex471,54079
472,ex472,54083
473,ex473,54087
474,ex474,54091
475,ex475,54095
476,ex476,54099
477,ex477,54104
478,ex478,54105
479,ex479,54108
480,ex480,54109
481,ex481,54111
482,ex482,54112
483,ex483,54129
484,ex484,54148
485,ex485,54463
486,ex486,54466
487,ex487,54481
488,ex488,54484
489,ex489,54490
490,ex490,54981
491,ex491,55012
492,ex492,55039
493,ex493,55040
494,ex494,55120
495,ex495,55157
496,ex496,55678
497,ex497,55717
498,ex498,55723
499,ex499,56166
500,ex500,56171
501,ex501,56276
502,ex502,56693
503,ex503,56704
504,ex504,56751
505,ex505,56769
506,ex506,56820
507,ex507,56892
508,ex508,56937
509,ex509,56976
510,ex510,57069
511,ex511,57087
512,ex512,57093
513,ex513,57264
514,ex514,57461
515,ex515,57467
516,ex516,57473
517,ex517,57482
518,ex518,57485
519,ex519,57491
520,ex520,57494
521,ex521,57497
522,ex522,57503
523,ex523,57506
524,ex524,57509
525,ex525,57512
526,ex526,57515
527,ex527,57518
528,ex528,57521
529,ex529,57527
530,ex530,57533
531,ex531,57539
532,ex532,57545
533,ex533,57548
534,ex534,57644
535,ex535,57668
536,ex536,57698
537,ex537,57925
538,ex538,58114
539,ex539,58362
540,ex540,58417
541,ex541,58427
542,ex542,58536
543,ex543,58584
544,ex544,58596
545,ex545,58666
546,ex546,58667
547,ex547,58668
548,ex548,58669
549,ex549,58670
550,ex550,58671
551,ex551,58672
552,ex552,58673
553,ex553,58674
554,ex554,58675
555,ex555,58676
556,ex556,58678
557,ex557,58680
558,ex558,58681
559,ex559,58682
560,ex560,58683
561,ex561,58684
562,ex562,58685
563,ex563,58686
564,ex564,58687
565,ex565,58688
566,ex566,58689
567,ex567,58690
568,ex568,58691
569,ex569,58692
570,ex570,58693
571,ex571,58694
572,ex572,58695
573,ex573,58696
574,ex574,58697
575,ex575,58698
576,ex576,58699
577,ex577,58700
578,ex578,58701
579,ex579,58703
580,ex580,58704
581,ex581,58705
582,ex582,58706
583,ex583,58707
584,ex584,58708
585,ex585,58709
586,ex586,58710
587,ex587,58711
588,ex588,58712
589,ex589,58713
590,ex590,58714
591,ex591,58715
592,ex592,58716
593,ex593,58717
594,ex594,58718
595,ex595,58719
596,ex596,58720
597,ex597,58721
598,ex598,58722
599,ex599,58723
600,ex600,58724
601,ex601,58789
602,ex602,58798
603,ex603,58799
604,ex604,58800
605,ex605,58801
606,ex606,58802
607,ex607,58803
608,ex608,58804
609,ex609,58805
610,ex610,58806
611,ex611,58807
612,ex612,58808
613,ex613,58809
614,ex614,58810
615,ex615,58811
616,ex616,58812
617,ex617,58813
618,ex618,58814
619,ex619,58815
620,ex620,58816
621,ex621,58817
622,ex622,58818
623,ex623,58819
624,ex624,58820
625,ex625,58821
626,ex626,58822
627,ex627,58823
628,ex628,58824
629,ex629,58825
630,ex630,58826
631,ex631,58827
632,ex632,59598
633,ex633,59606
634,ex634,59607
635,ex635,59608
636,ex636,59609
637,ex637,59610
638,ex638,59634
639,ex639,59638
640,ex640,59642
641,ex641,59674
642,ex642,59675
643,ex643,59676
644,ex644,59677
645,ex645,59678
646,ex646,59682
647,ex647,59686
648,ex648,59690
649,ex649,59714
650,ex650,59715
651,ex651,59716
652,ex652,59717
653,ex653,59718
654,ex654,59719
655,ex655,59722
656,ex656,59723
657,ex657,59724
658,ex658,59726
659,ex659,59754
660,ex660,59762
661,ex661,59766
662,ex662,59770
663,ex663,59794
664,ex664,59795
665,ex665,59796
666,ex666,59797
667,ex667,59798
668,ex668,59802
669,ex669,59803
670,ex670,59804
671,ex671,59805
672,ex672,60123
673,ex673,60125
674,ex674,60127
675,ex675,60128
676,ex676,61089
677,ex677,61090
678,ex678,61091
679,ex679,61092
680,ex680,61093
681,ex681,61094
682,ex682,61095
683,ex683,61096
684,ex684,61097
685,ex685,61098
686,ex686,61099
687,ex687,61100
688,ex688,61101
689,ex689,61102
690,ex690,61103
691,ex691,61104
692,ex692,61105
693,ex693,61106
694,ex694,61107
695,ex695,61108
696,ex696,61109
697,ex697,61110
698,ex698,61111
699,ex699,61112
700,ex700,61113
701,ex701,61114
702,ex702,61115
703,ex703,61116
704,ex704,61117
705,ex705,61118
706,ex706,61541
707,ex707,61547
708,ex708,61580
709,ex709,61598
710,ex710,61631
711,ex711,61670
712,ex712,61706
713,ex713,66813
714,ex714,68542
715,ex715,68543
716,ex716,71342
717,ex717,71343
718,ex718,71344
719,ex719,71345
720,ex720,71346
721,ex721,71349
722,ex722,71350
723,ex723,71351
724,ex724,71352
725,ex725,71353
726,ex726,71357
727,ex727,71360
728,ex728,71361
729,ex729,71363
730,ex730,71364
731,ex731,71365
732,ex732,71367
733,ex733,71368
734,ex734,71371
735,ex735,71376
736,ex736,71387
737,ex737,71642
738,ex738,71645
739,ex739,71680
740,ex740,71745
741,ex741,71751
742,ex742,71757
743,ex743,71790
744,ex744,71806
745,ex745,72951
746,ex746,73031
747,ex747,73036
748,ex748,73051
749,ex749,73201
750,ex750,73246
751,ex751,73343
752,ex752,73347
753,ex753,73357
754,ex754,73361
755,ex755,73365
756,ex756,73369
757,ex757,73373
758,ex758,73377
759,ex759,73381
760,ex760,73385
761,ex761,73389
762,ex762,73393
763,ex763,73397
764,ex764,73401
765,ex765,73405
766,ex766,73409
767,ex767,73413
768,ex768,73417
769,ex769,73421
770,ex770,73425
771,ex771,73429
772,ex772,73433
773,ex773,73437
774,ex774,73441
775,ex775,73445
776,ex776,73449
777,ex777,73453
778,ex778,73457
779,ex779,73461
780,ex780,73465
781,ex781,73535
782,ex782,73687
783,ex783,74282
784,ex784,74306
785,ex785,74358
786,ex786,74497
787,ex787,74512
788,ex788,75221
789,ex789,75223
790,ex790,75240
791,ex791,75287
792,ex792,75292
793,ex793,75298
794,ex794,75332
795,ex795,75337
796,ex796,75602
797,ex797,75604
798,ex798,75622
799,ex799,75634
800,ex800,75636
801,ex801,75705
802,ex802,77360
803,ex803,77361
804,ex804,77362
805,ex805,77432
806,ex806,77433
807,ex807,77434
808,ex808,78868
809,ex809,78926
810,ex810,78952
811,ex811,79155
812,ex812,79248
813,ex813,79356
814,ex814,79377
815,ex815,79569
816,ex816,79926
817,ex817,80212
818,ex818,80224
819,ex819,80340
820,ex820,80364
821,ex821,80376
822,ex822,80382
823,ex823,80430
824,ex824,80466
825,ex825,80496
826,ex826,80502
827,ex827,80538
828,ex828,80550
829,ex829,80562
830,ex830,80574
831,ex831,80580
832,ex832,80598
833,ex833,80628
834,ex834,80686
835,ex835,80694
836,ex836,80702
837,ex837,80710
838,ex838,80726
839,ex839,80734
840,ex840,80738
841,ex841,80742
842,ex842,80786
843,ex843,80790
844,ex844,80794
845,ex845,80806
846,ex846,80830
847,ex847,80838
848,ex848,80858
849,ex849,80874
850,ex850,80886
851,ex851,80894
852,ex852,80906
853,ex853,83
854,ex854,84719
855,ex855,84720
856,ex856,84721
857,ex857,84722
858,ex858,84723
859,ex859,84724
860,ex860,84725
861,ex861,84726
862,ex862,84727
863,ex863,84728
864,ex864,84729
865,ex865,84730
866,ex866,84731
867,ex867,84732
868,ex868,84733
869,ex869,84734
870,ex870,84739
871,ex871,84740
872,ex872,84741
873,ex873,84742
874,ex874,84743
875,ex875,84745
876,ex876,84746
877,ex877,84749
878,ex878,84751
879,ex879,84770
880,ex880,84779
881,ex881,84780
882,ex882,84781
883,ex883,84782
884,ex884,84783
885,ex885,84784
886,ex886,84785
887,ex887,84786
888,ex888,84787
889,ex889,84788
890,ex890,84789
891,ex891,84793
892,ex892,84797
893,ex893,84801
894,ex894,84805
895,ex895,84809
896,ex896,84813
897,ex897,84817
898,ex898,84821
899,ex899,84825
900,ex900,84829
901,ex901,84830
902,ex902,84831
903,ex903,84832
904,ex904,84833
905,ex905,84834
906,ex906,84835
907,ex907,84836
908,ex908,84837
909,ex909,84838
910,ex910,84879
911,ex911,84880
912,ex912,84881
913,ex913,84882
914,ex914,84883
915,ex915,84884
916,ex916,84885
917,ex917,84886
918,ex918,84887
919,ex919,84888
920,ex920,84889
921,ex921,84890
922,ex922,84891
923,ex923,84892
924,ex924,84893
925,ex925,84894
926,ex926,84895
927,ex927,84896
928,ex928,84897
929,ex929,84898
930,ex930,84899
931,ex931,84900
932,ex932,84901
933,ex933,84902
934,ex934,84903
935,ex935,84904
936,ex936,84905
937,ex937,84906
938,ex938,84907
939,ex939,84908
940,ex940,84909
941,ex941,84910
942,ex942,84911
943,ex943,84912
944,ex944,84913
945,ex945,84914
946,ex946,84915
947,ex947,84916
948,ex948,84917
949,ex949,84918
950,ex950,84919
951,ex951,84920
952,ex952,84921
953,ex953,84922
954,ex954,84923
955,ex955,84924
956,ex956,84925
957,ex957,84926
958,ex958,84927
959,ex959,84928
960,ex960,84929
961,ex961,84930
962,ex962,84931
963,ex963,84932
964,ex964,84933
965,ex965,84934
966,ex966,84935
967,ex967,84936
968,ex968,84937
969,ex969,84938
970,ex970,84939
971,ex971,84940
972,ex972,84941
973,ex973,84942
974,ex974,84943
975,ex975,84944
976,ex976,84945
977,ex977,84946
978,ex978,84947
979,ex979,84948
980,ex980,84949
981,ex981,84950
982,ex982,84951
983,ex983,84952
984,ex984,84953
985,ex985,84954
986,ex986,84955
987,ex987,84956
988,ex988,84957
989,ex989,84958
990,ex990,84959
991,ex991,84960
992,ex992,84961
993,ex993,84962
994,ex994,84963
995,ex995,84964
996,ex996,84965
997,ex997,84966
998,ex998,84967
999,ex999,84968
1000,ex1000,84969
1001,ex1001,84970
1002,ex1002,84971
1003,ex1003,84972
1004,ex1004,84973
1005,ex1005,84974
1006,ex1006,84975
1007,ex1007,84976
1008,ex1008,84978
1009,ex1009,85
1010,ex1010,85273
1011,ex1011,85280
1012,ex1012,85295
1013,ex1013,85304
1014,ex1014,85335
1015,ex1015,85339
1016,ex1016,85340
1017,ex1017,85341
1018,ex1018,85342
1019,ex1019,85343
1020,ex1020,85407
1021,ex1021,85415
1022,ex1022,85446
1023,ex1023,85450
1024,ex1024,85454
1025,ex1025,85458
1026,ex1026,85462
1027,ex1027,85470
1028,ex1028,85474
1029,ex1029,85478
1030,ex1030,85482
1031,ex1031,85486
1032,ex1032,85585
1033,ex1033,85592
1034,ex1034,85610
1035,ex1035,85625
1036,ex1036,85693
1037,ex1037,85695
1038,ex1038,85696
1039,ex1039,85700
1040,ex1040,85701
1041,ex1041,85702
1042,ex1042,85703
1043,ex1043,85704
1044,ex1044,85705
1045,ex1045,85706
1046,ex1046,85708
1047,ex1047,85710
1048,ex1048,85711
1049,ex1049,85713
1050,ex1050,85715
1051,ex1051,85719
1052,ex1052,85720
1053,ex1053,85726
1054,ex1054,85727
1055,ex1055,85728
1056,ex1056,85729
1057,ex1057,85731
1058,ex1058,85733
1059,ex1059,85734
1060,ex1060,85735
1061,ex1061,85739
1062,ex1062,85741
1063,ex1063,85745
1064,ex1064,85746
1065,ex1065,85748
1066,ex1066,85749
1067,ex1067,85750
1068,ex1068,85751
1069,ex1069,85793
1070,ex1070,85794
1071,ex1071,85797
1072,ex1072,85798
1073,ex1073,85799
1074,ex1074,85801
1075,ex1075,85802
1076,ex1076,85803
1077,ex1077,85804
1078,ex1078,85805
1079,ex1079,85806
1080,ex1080,85807
1081,ex1081,85808
1082,ex1082,85810
1083,ex1083,85811
1084,ex1084,85812
1085,ex1085,85819
1086,ex1086,85820
1087,ex1087,85821
1088,ex1088,85822
1089,ex1089,85824
1090,ex1090,85825
1091,ex1091,85826
1092,ex1092,85830
1093,ex1093,85831
1094,ex1094,85833
1095,ex1095,85834
1096,ex1096,85835
1097,ex1097,85837
1098,ex1098,85838
1099,ex1099,85840
1100,ex1100,85841
1101,ex1101,85844
1102,ex1102,85846
1103,ex1103,85847
1104,ex1104,85849
1105,ex1105,85850
1106,ex1106,85853
1107,ex1107,85854
1108,ex1108,85855
1109,ex1109,85856
1110,ex1110,85857
1111,ex1111,85859
1112,ex1112,85860
1113,ex1113,85861
1114,ex1114,85862
1115,ex1115,85863
1116,ex1116,85864
1117,ex1117,85865
1118,ex1118,85866
1119,ex1119,85868
1120,ex1120,85869
1121,ex1121,85870
1122,ex1122,85872
1123,ex1123,85873
1124,ex1124,85874
1125,ex1125,85876
1126,ex1126,85877
1127,ex1127,85878
1128,ex1128,85881
1129,ex1129,85884
1130,ex1130,85887
1131,ex1131,85889
1132,ex1132,85891
1133,ex1133,85893
1134,ex1134,85894
1135,ex1135,85895
1136,ex1136,85896
1137,ex1137,85897
1138,ex1138,85898
1139,ex1139,85899
1140,ex1140,85900
1141,ex1141,85901
1142,ex1142,85902
1143,ex1143,85903
1144,ex1144,85904
1145,ex1145,85905
1146,ex1146,85906
1147,ex1147,85907
1148,ex1148,85908
1149,ex1149,85909
1150,ex1150,85910
1151,ex1151,85911
1152,ex1152,85925
1153,ex1153,85926
1154,ex1154,85927
1155,ex1155,85928
1156,ex1156,85929
1157,ex1157,85930
1158,ex1158,85931
1159,ex1159,85932
1160,ex1160,85933
1161,ex1161,85934
1162,ex1162,85936
1163,ex1163,85937
1164,ex1164,85938
1165,ex1165,85939
1166,ex1166,85940
1167,ex1167,85941
1168,ex1168,85942
1169,ex1169,85943
1170,ex1170,85944
1171,ex1171,85945
1172,ex1172,85946
1173,ex1173,85947
1174,ex1174,85948
1175,ex1175,85949
1176,ex1176,85950
1177,ex1177,85951
1178,ex1178,85952
1179,ex1179,85953
1180,ex1180,85954
1181,ex1181,85955
1182,ex1182,85956
1183,ex1183,85957
1184,ex1184,85958
1185,ex1185,85959
1186,ex1186,85960
1187,ex1187,85961
1188,ex1188,85962
1189,ex1189,85963
1190,ex1190,85964
1191,ex1191,85965
1192,ex1192,85966
1193,ex1193,85967
1194,ex1194,85968
1195,ex1195,85969
1196,ex1196,85970
1197,ex1197,85971
1198,ex1198,85972
1199,ex1199,85973
1200,ex1200,85974
1201,ex1201,85975
1202,ex1202,86
1203,ex1203,86045
1204,ex1204,86046
1205,ex1205,86047
1206,ex1206,86048
1207,ex1207,86049
1208,ex1208,86050
1209,ex1209,86051
1210,ex1210,86052
1211,ex1211,86053
1212,ex1212,86054
1213,ex1213,86061
1214,ex1214,86062
1215,ex1215,86063
1216,ex1216,86064
1217,ex1217,86065
1218,ex1218,86066
1219,ex1219,86067
1220,ex1220,86068
1221,ex1221,86069
1222,ex1222,86070
1223,ex1223,86071
1224,ex1224,86072
1225,ex1225,86073
1226,ex1226,86074
1227,ex1227,86075
1228,ex1228,86076
1229,ex1229,86077
1230,ex1230,86078
1231,ex1231,86079
1232,ex1232,86080
1233,ex1233,86139
1234,ex1234,86141
1235,ex1235,86143
1236,ex1236,86152
1237,ex1237,86157
1238,ex1238,86160
1239,ex1239,86164
1240,ex1240,86165
1241,ex1241,86167
1242,ex1242,86188
1243,ex1243,86195
1244,ex1244,86196
1245,ex1245,86203
1246,ex1246,86204
1247,ex1247,86206
1248,ex1248,86207
1249,ex1249,86209
1250,ex1250,86210
1251,ex1251,86213
1252,ex1252,86214
1253,ex1253,86220
1254,ex1254,86221
1255,ex1255,86224
1256,ex1256,86226
1257,ex1257,86227
1258,ex1258,86231
1259,ex1259,86232
1260,ex1260,86235
1261,ex1261,86285
1262,ex1262,86307
1263,ex1263,86311
1264,ex1264,86312
1265,ex1265,86313
1266,ex1266,86314
1267,ex1267,86315
1268,ex1268,86316
1269,ex1269,86317
1270,ex1270,86318
1271,ex1271,86319
1272,ex1272,86320
1273,ex1273,86322
1274,ex1274,86323
1275,ex1275,86324
1276,ex1276,86325
1277,ex1277,86326
1278,ex1278,86327
1279,ex1279,86328
1280,ex1280,86329
1281,ex1281,86330
1282,ex1282,86331
1283,ex1283,86332
1284,ex1284,86341
1285,ex1285,86342
1286,ex1286,86343
1287,ex1287,86344
1288,ex1288,86345
1289,ex1289,86346
1290,ex1290,86347
1291,ex1291,86348
1292,ex1292,86349
1293,ex1293,86350
1294,ex1294,86352
1295,ex1295,86353
1296,ex1296,86354
1297,ex1297,86356
1298,ex1298,86357
1299,ex1299,86358
1300,ex1300,86359
1301,ex1301,86360
1302,ex1302,86361
1303,ex1303,86367
1304,ex1304,86440
1305,ex1305,86442
1306,ex1306,86444
1307,ex1307,86446
1308,ex1308,86448
1309,ex1309,86450
1310,ex1310,86452
1311,ex1311,86454
1312,ex1312,86455
1313,ex1313,86456
1314,ex1314,86461
1315,ex1315,86482
1316,ex1316,86509
1317,ex1317,86511
1318,ex1318,86513
1319,ex1319,86515
1320,ex1320,86517
1321,ex1321,86519
1322,ex1322,86521
1323,ex1323,86523
1324,ex1324,86525
1325,ex1325,86527
1326,ex1326,86528
1327,ex1327,86529
1328,ex1328,86530
1329,ex1329,86531
1330,ex1330,86532
1331,ex1331,86533
1332,ex1332,86534
1333,ex1333,86535
1334,ex1334,86536
1335,ex1335,86537
1336,ex1336,86538
1337,ex1337,86539
1338,ex1338,86540
1339,ex1339,86541
1340,ex1340,86542
1341,ex1341,86543
1342,ex1342,86544
1343,ex1343,86545
1344,ex1344,86546
1345,ex1345,86547
1346,ex1346,86548
1347,ex1347,86549
1348,ex1348,86550
1349,ex1349,86551
1350,ex1350,86552
1351,ex1351,86553
1352,ex1352,86554
1353,ex1353,86555
1354,ex1354,86556
1355,ex1355,86557
1356,ex1356,86572
1357,ex1357,86573
1358,ex1358,86574
1359,ex1359,86575
1360,ex1360,86577
1361,ex1361,86578
1362,ex1362,86580
1363,ex1363,86581
1364,ex1364,86602
1365,ex1365,86603
1366,ex1366,86610
1367,ex1367,86624
1368,ex1368,86625
1369,ex1369,86626
1370,ex1370,86627
1371,ex1371,86628
1372,ex1372,86631
1373,ex1373,86642
1374,ex1374,86644
1375,ex1375,86645
1376,ex1376,86646
1377,ex1377,86648
1378,ex1378,86649
1379,ex1379,86650
1380,ex1380,86662
1381,ex1381,86664
1382,ex1382,86665
1383,ex1383,86666
1384,ex1384,86667
1385,ex1385,86668
1386,ex1386,86670
1387,ex1387,86671
1388,ex1388,86724
1389,ex1389,86725
1390,ex1390,86726
1391,ex1391,86727
1392,ex1392,86728
1393,ex1393,86729
1394,ex1394,86730
1395,ex1395,86734
1396,ex1396,86735
1397,ex1397,86736
1398,ex1398,86738
1399,ex1399,86739
1400,ex1400,86741
1401,ex1401,86743
1402,ex1402,86745
1403,ex1403,86746
1404,ex1404,86748
1405,ex1405,86750
1406,ex1406,86751
1407,ex1407,86752
1408,ex1408,86754
1409,ex1409,86757
1410,ex1410,86759
1411,ex1411,86760
1412,ex1412,86762
1413,ex1413,86763
1414,ex1414,86764
1415,ex1415,86767
1416,ex1416,86768
1417,ex1417,86769
1418,ex1418,86770
1419,ex1419,86773
1420,ex1420,86774
1421,ex1421,86775
1422,ex1422,86776
1423,ex1423,86777
1424,ex1424,86778
1425,ex1425,86779
1426,ex1426,86780
1427,ex1427,86782
1428,ex1428,86784
1429,ex1429,86785
1430,ex1430,86787
1431,ex1431,86789
1432,ex1432,86790
1433,ex1433,86794
1434,ex1434,86798
1435,ex1435,86801
1436,ex1436,86802
1437,ex1437,86836
1438,ex1438,86837
1439,ex1439,86838
1440,ex1440,86839
1441,ex1441,86842
1442,ex1442,86848
1443,ex1443,86849
1444,ex1444,86850
1445,ex1445,86851
1446,ex1446,86852
1447,ex1447,86857
1448,ex1448,86861
1449,ex1449,86876
1450,ex1450,86877
1451,ex1451,86878
