uid,entity_id,original_uid,question,entity_exercise_id,original_question,concepts,response,timestamp,sequence_order,split
1,uid1,64634,1068,ex1068,85751,107,0,27944962,43,train
1,uid1,64634,1048,ex1048,85711,107,1,27945531,44,train
1,uid1,64634,1052,ex1052,85720,107,1,27945555,45,train
1,uid1,64634,1064,ex1064,85746,107,0,27945573,46,train
1,uid1,64634,1050,ex1050,85715,107,1,27945614,47,train
1,uid1,64634,1962,ex1962,97836,109,0,27945813,48,train
1,uid1,64634,1952,ex1952,97796,109,1,27946361,49,train
1,uid1,64634,1960,ex1960,97828,109,1,27946379,50,train
1,uid1,64634,1974,ex1974,97884,109,1,27946396,51,train
1,uid1,64634,1081,ex1081,85808,102,1,32083593,52,train
1,uid1,64634,1464,ex1464,86907,121,0,32084314,53,train
2,uid2,70676,450,ex450,53995,41,1,23182764,0,train
2,uid2,70676,432,ex432,53797,44,1,23182783,1,train
2,uid2,70676,464,ex464,54051,41,1,23182806,2,train
2,uid2,70676,363,ex363,53589,114,1,28046281,3,train
2,uid2,70676,459,ex459,54031,41,1,28046292,4,train
2,uid2,70676,891,ex891,84793,114,1,32195255,5,train
2,uid2,70676,374,ex374,53637,114,1,32195266,6,train
2,uid2,70676,1606,ex1606,89741,40,1,32195277,7,train
2,uid2,70676,466,ex466,54059,41,0,32195288,8,train
2,uid2,70676,1277,ex1277,86326,44,1,32267344,9,train
2,uid2,70676,621,ex621,58817,44,0,32267449,10,train
2,uid2,70676,625,ex625,58821,44,1,32267631,11,train
2,uid2,70676,627,ex627,58823,44,1,32267667,12,train
2,uid2,70676,618,ex618,58814,44,1,32267726,13,train
2,uid2,70676,256,ex256,49285,113,1,32632166,14,train
2,uid2,70676,249,ex249,49278,113,1,32632316,15,train
2,uid2,70676,259,ex259,49288,113,0,32632519,16,train
2,uid2,70676,788,ex788,75221,13,0,32915989,17,train
2,uid2,70676,790,ex790,75240,13,1,32916444,18,train
2,uid2,70676,789,ex789,75223,13,1,32916671,19,train
2,uid2,70676,1004,ex1004,84973,102,1,32936372,20,train
2,uid2,70676,889,ex889,84788,102,1,32936712,21,train
2,uid2,70676,912,ex912,84881,102,1,32936914,22,train
3,uid3,70679,1585,ex1585,89720,40,0,21429719,0,train
3,uid3,70679,934,ex934,84903,40,0,21430848,1,train
3,uid3,70679,1599,ex1599,89734,40,0,21431130,2,train
3,uid3,70679,931,ex931,84900,40,0,21431462,3,train
3,uid3,70679,1606,ex1606,89741,40,0,21432219,4,train
3,uid3,70679,928,ex928,84897,40,0,21432344,5,train
3,uid3,70679,1622,ex1622,89758,40,0,21432507,6,train
3,uid3,70679,456,ex456,54019,41,0,21432796,7,train
3,uid3,70679,474,ex474,54091,41,0,21433532,8,train
3,uid3,70679,459,ex459,54031,41,0,21434373,9,train
3,uid3,70679,229,ex229,49016,5,1,31713841,10,train
3,uid3,70679,365,ex365,53597,114,1,33864702,11,train
3,uid3,70679,1576,ex1576,89711,40,1,33864778,12,train
3,uid3,70679,474,ex474,54091,41,1,33864803,13,train
3,uid3,70679,1297,ex1297,86356,44,1,33865185,14,train
3,uid3,70679,604,ex604,58800,44,1,33865426,15,train
3,uid3,70679,250,ex250,49279,113,1,33865510,16,train
3,uid3,70679,253,ex253,49282,113,1,33865545,17,train
3,uid3,70679,234,ex234,49263,113,1,33865580,18,train
3,uid3,70679,241,ex241,49270,113,1,33865621,19,train
3,uid3,70679,242,ex242,49271,113,1,33865646,20,train
3,uid3,70679,1050,ex1050,85715,107,1,33865674,21,train
3,uid3,70679,942,ex942,84911,102,1,33865786,22,train
3,uid3,70679,856,ex856,84721,102,1,33865832,23,train
3,uid3,70679,872,ex872,84741,102,1,33865847,24,train
3,uid3,70679,1077,ex1077,85804,102,1,33865874,25,train
3,uid3,70679,1179,ex1179,85953,102,1,33865975,26,train
3,uid3,70679,700,ex700,61113,102,1,33866015,27,train
3,uid3,70679,1526,ex1526,87844,85,0,33866175,28,train
3,uid3,70679,1476,ex1476,87033,117,0,35033902,29,train
3,uid3,70679,1495,ex1495,87119,117,1,35033916,30,train
3,uid3,70679,1467,ex1467,87024,117,1,35033929,31,train
3,uid3,70679,1473,ex1473,87030,117,1,35033965,32,train
3,uid3,70679,63,ex63,108966,127,1,35034412,33,train
3,uid3,70679,70,ex70,108987,127,1,35034438,34,train
3,uid3,70679,47,ex47,108918,127,1,35034451,35,train
3,uid3,70679,1507,ex1507,87471,133,1,35034463,36,train
3,uid3,70679,1504,ex1504,87438,133,1,35034495,37,train
3,uid3,70679,1779,ex1779,90701,138,0,35034561,38,train
3,uid3,70679,1735,ex1735,89957,40,1,35034711,39,train
3,uid3,70679,1256,ex1256,86226,120,1,35034767,40,train
3,uid3,70679,1254,ex1254,86221,120,1,35034783,41,train
3,uid3,70679,1236,ex1236,86152,120,0,35034802,42,train
3,uid3,70679,1237,ex1237,86157,120,0,35034836,43,train
3,uid3,70679,1235,ex1235,86143,120,1,35034854,44,train
3,uid3,70679,1985,ex1985,97928,109,1,35035021,45,train
3,uid3,70679,1963,ex1963,97840,109,1,35035037,46,train
3,uid3,70679,1972,ex1972,97876,109,1,35035044,47,train
3,uid3,70679,1973,ex1973,97880,109,1,35035059,48,train
3,uid3,70679,1979,ex1979,97904,109,1,35035070,49,train
4,uid4,70682,246,ex246,49275,113,0,24559749,0,train
4,uid4,70682,256,ex256,49285,113,1,24560423,1,train
4,uid4,70682,237,ex237,49266,113,1,24561479,2,train
4,uid4,70682,234,ex234,49263,113,1,24561605,3,train
4,uid4,70682,1755,ex1755,90326,42,1,24562257,4,train
4,uid4,70682,1014,ex1014,85335,135,1,28514722,5,train
4,uid4,70682,369,ex369,53613,114,1,28514799,6,train
4,uid4,70682,467,ex467,54063,41,0,28514894,7,train
4,uid4,70682,473,ex473,54087,41,0,28515229,8,train
4,uid4,70682,447,ex447,53983,41,0,28515365,9,train
4,uid4,70682,474,ex474,54091,41,1,28515618,10,train
4,uid4,70682,462,ex462,54043,41,1,28515663,11,train
4,uid4,70682,1294,ex1294,86352,44,1,28515726,12,train
4,uid4,70682,261,ex261,49290,113,1,28515765,13,train
4,uid4,70682,249,ex249,49278,113,1,28515793,14,train
4,uid4,70682,236,ex236,49265,113,1,28515819,15,train
4,uid4,70682,257,ex257,49286,113,1,28515837,16,train
4,uid4,70682,241,ex241,49270,113,1,28515875,17,train
4,uid4,70682,431,ex431,53796,44,1,28515920,18,train
4,uid4,70682,941,ex941,84910,102,1,28516053,19,train
4,uid4,70682,990,ex990,84959,102,1,28516064,20,train
4,uid4,70682,949,ex949,84918,102,1,28516084,21,train
4,uid4,70682,1073,ex1073,85799,102,1,28516115,22,train
4,uid4,70682,702,ex702,61115,102,0,28516187,23,train
4,uid4,70682,687,ex687,61100,102,1,28516220,24,train
4,uid4,70682,700,ex700,61113,102,0,28516247,25,train
4,uid4,70682,705,ex705,61118,102,0,28516291,26,train
4,uid4,70682,696,ex696,61109,102,1,28516330,27,train
4,uid4,70682,1886,ex1886,97531,66,0,29782163,28,train
4,uid4,70682,289,ex289,51003,65,1,29782522,29,train
4,uid4,70682,1025,ex1025,85458,123,1,32275601,30,train
4,uid4,70682,1019,ex1019,85343,135,1,32275758,31,train
4,uid4,70682,879,ex879,84770,123,1,32275788,32,train
4,uid4,70682,891,ex891,84793,114,1,32275841,33,train
4,uid4,70682,407,ex407,53769,123,1,32275932,34,train
4,uid4,70682,1572,ex1572,89707,40,1,32275988,35,train
4,uid4,70682,452,ex452,54003,41,1,32276052,36,train
4,uid4,70682,1269,ex1269,86317,44,1,32276138,37,train
4,uid4,70682,429,ex429,53794,44,0,32276240,38,train
4,uid4,70682,415,ex415,53780,44,1,32276429,39,train
4,uid4,70682,409,ex409,53774,44,1,32276563,40,train
4,uid4,70682,610,ex610,58806,44,1,32276654,41,train
4,uid4,70682,619,ex619,58815,44,1,32276727,42,train
4,uid4,70682,232,ex232,49261,113,1,32276842,43,train
4,uid4,70682,233,ex233,49262,113,1,32276893,44,train
4,uid4,70682,240,ex240,49269,113,1,32276973,45,train
4,uid4,70682,246,ex246,49275,113,1,32277040,46,train
4,uid4,70682,236,ex236,49265,113,1,32277081,47,train
4,uid4,70682,1036,ex1036,85693,107,0,32277307,48,train
4,uid4,70682,1055,ex1055,85728,107,1,32277375,49,train
4,uid4,70682,1057,ex1057,85731,107,1,32277483,50,train
4,uid4,70682,991,ex991,84960,102,1,32277539,51,train
4,uid4,70682,967,ex967,84936,102,1,32277567,52,train
4,uid4,70682,904,ex904,84833,102,1,32277604,53,train
4,uid4,70682,1133,ex1133,85893,102,0,32277707,54,train
4,uid4,70682,1158,ex1158,85931,102,1,32277784,55,train
4,uid4,70682,1148,ex1148,85908,102,1,32277809,56,train
4,uid4,70682,1143,ex1143,85903,102,1,32277815,57,train
4,uid4,70682,700,ex700,61113,102,1,32277875,58,train
4,uid4,70682,486,ex486,54466,42,1,33280754,59,train
4,uid4,70682,58,ex58,108951,127,1,33281677,60,train
4,uid4,70682,48,ex48,108921,127,1,33281730,61,train
4,uid4,70682,64,ex64,108969,127,1,33281762,62,train
4,uid4,70682,1501,ex1501,87425,133,0,33281996,63,train
4,uid4,70682,1714,ex1714,89936,40,1,33282750,64,train
4,uid4,70682,1245,ex1245,86203,120,1,33282929,65,train
4,uid4,70682,1238,ex1238,86160,120,1,33283019,66,train
4,uid4,70682,1946,ex1946,97772,109,1,33283783,67,train
4,uid4,70682,1976,ex1976,97892,109,1,33283885,68,train
4,uid4,70682,1957,ex1957,97816,109,1,33283899,69,train
4,uid4,70682,1978,ex1978,97900,109,1,33283946,70,train
4,uid4,70682,1956,ex1956,97812,109,1,33283973,71,train
4,uid4,70682,312,ex312,51162,64,1,33756294,72,train
4,uid4,70682,271,ex271,50985,65,1,33756462,73,train
4,uid4,70682,307,ex307,51108,65,0,33756512,74,train
4,uid4,70682,302,ex302,51048,65,1,33756609,75,train
4,uid4,70682,845,ex845,80806,125,1,33976509,76,train
4,uid4,70682,847,ex847,80838,125,1,33976764,77,train
4,uid4,70682,729,ex729,71363,122,0,33976848,78,train
4,uid4,70682,718,ex718,71344,122,1,33976949,79,train
4,uid4,70682,727,ex727,71360,122,1,33976969,80,train
4,uid4,70682,594,ex594,58718,128,1,34992669,81,train
4,uid4,70682,598,ex598,58722,128,0,34992691,82,train
4,uid4,70682,551,ex551,58672,128,1,34992723,83,train
4,uid4,70682,563,ex563,58686,128,1,34992733,84,train
4,uid4,70682,565,ex565,58688,128,1,34992748,85,train
5,uid5,70684,448,ex448,53987,41,1,21427751,0,test
5,uid5,70684,436,ex436,53801,44,1,21428425,1,test
5,uid5,70684,419,ex419,53784,44,1,21428958,2,test
5,uid5,70684,475,ex475,54095,41,1,21430309,3,test
5,uid5,70684,232,ex232,49261,113,1,21430685,4,test
5,uid5,70684,485,ex485,54463,42,1,21432423,5,test
5,uid5,70684,1683,ex1683,89905,40,1,21432779,6,test
5,uid5,70684,933,ex933,84902,40,1,21432988,7,test
5,uid5,70684,1019,ex1019,85343,135,0,28963670,8,test
5,uid5,70684,892,ex892,84797,114,0,28963822,9,test
5,uid5,70684,1020,ex1020,85407,114,1,28964106,10,test
5,uid5,70684,1010,ex1010,85273,135,1,28964125,11,test
5,uid5,70684,899,ex899,84825,114,1,28964166,12,test
5,uid5,70684,469,ex469,54071,41,1,28964236,13,test
5,uid5,70684,370,ex370,53617,114,1,29215310,14,test
5,uid5,70684,1352,ex1352,86554,44,0,29215404,15,test
5,uid5,70684,1263,ex1263,86311,44,1,29216096,16,test
5,uid5,70684,1305,ex1305,86442,44,0,29216206,17,test
5,uid5,70684,1281,ex1281,86330,44,1,29216768,18,test
5,uid5,70684,1341,ex1341,86543,44,1,29216861,19,test
5,uid5,70684,1342,ex1342,86544,44,1,29216989,20,test
5,uid5,70684,625,ex625,58821,44,1,29217449,21,test
5,uid5,70684,244,ex244,49273,113,1,29217499,22,test
5,uid5,70684,239,ex239,49268,113,1,29217539,23,test
5,uid5,70684,257,ex257,49286,113,1,29217594,24,test
5,uid5,70684,245,ex245,49274,113,1,29217620,25,test
5,uid5,70684,249,ex249,49278,113,1,29217650,26,test
5,uid5,70684,1056,ex1056,85729,107,0,29217731,27,test
5,uid5,70684,1039,ex1039,85700,107,0,29217775,28,test
5,uid5,70684,1055,ex1055,85728,107,1,29217796,29,test
5,uid5,70684,1061,ex1061,85739,107,1,29217829,30,test
5,uid5,70684,1060,ex1060,85735,107,1,29218064,31,test
5,uid5,70684,870,ex870,84739,102,1,29218111,32,test
5,uid5,70684,858,ex858,84723,102,1,29218134,33,test
5,uid5,70684,972,ex972,84941,102,1,29218245,34,test
5,uid5,70684,1117,ex1117,85865,102,1,29218430,35,test
5,uid5,70684,1206,ex1206,86048,102,0,29218534,36,test
5,uid5,70684,1191,ex1191,85965,102,1,29218660,37,test
5,uid5,70684,1172,ex1172,85946,102,1,29218677,38,test
5,uid5,70684,1164,ex1164,85938,102,1,29218691,39,test
5,uid5,70684,679,ex679,61092,102,0,29218818,40,test
5,uid5,70684,690,ex690,61103,102,1,29219068,41,test
5,uid5,70684,695,ex695,61108,102,1,29241411,42,test
5,uid5,70684,703,ex703,61116,102,0,29241470,43,test
5,uid5,70684,693,ex693,61106,102,1,29241636,44,test
5,uid5,70684,696,ex696,61109,102,1,29241669,45,test
5,uid5,70684,688,ex688,61101,102,1,29241682,46,test
5,uid5,70684,1523,ex1523,87778,85,0,29242218,47,test
5,uid5,70684,47,ex47,108918,127,1,29246144,48,test
5,uid5,70684,45,ex45,108912,127,1,29429838,49,test
5,uid5,70684,65,ex65,108972,127,1,29429852,50,test
5,uid5,70684,1506,ex1506,87443,133,1,29429884,51,test
5,uid5,70684,1518,ex1518,87570,133,0,29430142,52,test
5,uid5,70684,1512,ex1512,87536,133,1,29430221,53,test
5,uid5,70684,926,ex926,84895,40,1,29430248,54,test
5,uid5,70684,1632,ex1632,89825,40,1,29430298,55,test
5,uid5,70684,1255,ex1255,86224,120,1,29451848,56,test
5,uid5,70684,1248,ex1248,86207,120,1,29451864,57,test
5,uid5,70684,1235,ex1235,86143,120,1,29451899,58,test
5,uid5,70684,1459,ex1459,86888,121,0,29451989,59,test
5,uid5,70684,1445,ex1445,86851,121,0,29452022,60,test
5,uid5,70684,1422,ex1422,86776,121,1,29452094,61,test
5,uid5,70684,1429,ex1429,86785,121,1,29452120,62,test
5,uid5,70684,1015,ex1015,85339,135,1,33977522,63,test
5,uid5,70684,378,ex378,53653,123,1,33977550,64,test
5,uid5,70684,1565,ex1565,89670,40,1,33977576,65,test
5,uid5,70684,452,ex452,54003,41,1,33977631,66,test
5,uid5,70684,1290,ex1290,86347,44,1,33977814,67,test
5,uid5,70684,231,ex231,49024,5,1,34000214,68,test
6,uid6,70687,463,ex463,54047,41,1,21427502,0,train
6,uid6,70687,437,ex437,53802,44,1,21427797,1,train
6,uid6,70687,603,ex603,58799,44,1,21428067,2,train
6,uid6,70687,460,ex460,54035,41,1,21428262,3,train
6,uid6,70687,261,ex261,49290,113,1,21428818,4,train
6,uid6,70687,1704,ex1704,89926,40,1,21429600,5,train
6,uid6,70687,1620,ex1620,89756,40,1,21429752,6,train
6,uid6,70687,1020,ex1020,85407,114,1,28964044,7,train
6,uid6,70687,355,ex355,53557,114,1,28964149,8,train
6,uid6,70687,454,ex454,54011,41,1,28964217,9,train
6,uid6,70687,1813,ex1813,93025,46,0,30883580,10,train
6,uid6,70687,1815,ex1815,93039,46,0,30883722,11,train
6,uid6,70687,1014,ex1014,85335,135,0,32276290,12,train
6,uid6,70687,1015,ex1015,85339,135,1,32276496,13,train
6,uid6,70687,379,ex379,53657,123,0,32276620,14,train
6,uid6,70687,377,ex377,53649,114,0,32276774,15,train
6,uid6,70687,401,ex401,53745,123,1,32277251,16,train
6,uid6,70687,375,ex375,53641,114,1,32277283,17,train
6,uid6,70687,400,ex400,53741,123,1,32277295,18,train
6,uid6,70687,1580,ex1580,89715,40,0,32277412,19,train
6,uid6,70687,935,ex935,84904,40,0,32277773,20,train
6,uid6,70687,1581,ex1581,89716,40,1,32277808,21,train
6,uid6,70687,1582,ex1582,89717,40,1,32277830,22,train
6,uid6,70687,1575,ex1575,89710,40,0,32277901,23,train
6,uid6,70687,921,ex921,84890,40,1,32278019,24,train
6,uid6,70687,1605,ex1605,89740,40,1,32278051,25,train
6,uid6,70687,450,ex450,53995,41,1,32278150,26,train
6,uid6,70687,239,ex239,49268,113,1,32278343,27,train
6,uid6,70687,254,ex254,49283,113,1,32278411,28,train
6,uid6,70687,244,ex244,49273,113,1,32278551,29,train
6,uid6,70687,232,ex232,49261,113,1,32278610,30,train
6,uid6,70687,253,ex253,49282,113,1,32278688,31,train
6,uid6,70687,977,ex977,84946,102,1,32278885,32,train
6,uid6,70687,1007,ex1007,84976,102,1,32278907,33,train
6,uid6,70687,961,ex961,84930,102,1,32278913,34,train
6,uid6,70687,1109,ex1109,85856,102,1,32278938,35,train
6,uid6,70687,1224,ex1224,86072,102,1,32278996,36,train
6,uid6,70687,687,ex687,61100,102,1,32279126,37,train
6,uid6,70687,1589,ex1589,89724,40,0,32809971,38,train
6,uid6,70687,1594,ex1594,89729,40,1,32810002,39,train
6,uid6,70687,1646,ex1646,89858,40,1,32810157,40,train
6,uid6,70687,1507,ex1507,87471,133,0,34992656,41,train
6,uid6,70687,57,ex57,108948,127,1,34993126,42,train
6,uid6,70687,59,ex59,108954,127,1,34993139,43,train
6,uid6,70687,58,ex58,108951,127,1,34993152,44,train
6,uid6,70687,1449,ex1449,86876,121,1,34993180,45,train
6,uid6,70687,1240,ex1240,86165,120,1,35899312,46,train
6,uid6,70687,1238,ex1238,86160,120,1,35899670,47,train
6,uid6,70687,1236,ex1236,86152,120,1,35899724,48,train
6,uid6,70687,1947,ex1947,97776,109,1,35900315,49,train
6,uid6,70687,1958,ex1958,97820,109,1,35900364,50,train
6,uid6,70687,1970,ex1970,97868,109,1,35900405,51,train
6,uid6,70687,1983,ex1983,97920,109,1,35900431,52,train
6,uid6,70687,1981,ex1981,97912,109,1,35900468,53,train
6,uid6,70687,348,ex348,53319,110,1,35900721,54,train
6,uid6,70687,848,ex848,80858,125,0,35901938,55,train
6,uid6,70687,840,ex840,80738,125,1,35902186,56,train
6,uid6,70687,841,ex841,80742,125,1,35902288,57,train
6,uid6,70687,733,ex733,71368,122,0,35902541,58,train
6,uid6,70687,730,ex730,71364,122,1,35902955,59,train
6,uid6,70687,735,ex735,71376,128,1,35903343,60,train
6,uid6,70687,1531,ex1531,88484,112,0,35903870,61,train
7,uid7,70688,469,ex469,54071,41,1,21428651,0,train
7,uid7,70688,628,ex628,58824,44,1,21428993,1,train
7,uid7,70688,631,ex631,58827,44,1,21429455,2,train
7,uid7,70688,453,ex453,54007,41,1,21430933,3,train
7,uid7,70688,234,ex234,49263,113,1,21431185,4,train
7,uid7,70688,1617,ex1617,89753,40,1,23705618,5,train
7,uid7,70688,1705,ex1705,89927,40,1,23705674,6,train
7,uid7,70688,743,ex743,71790,34,1,23705886,7,train
7,uid7,70688,864,ex864,84729,135,1,28489519,8,train
7,uid7,70688,402,ex402,53749,123,1,28489580,9,train
7,uid7,70688,474,ex474,54091,41,0,28489666,10,train
7,uid7,70688,469,ex469,54071,41,1,28489798,11,train
7,uid7,70688,466,ex466,54059,41,1,28490456,12,train
7,uid7,70688,449,ex449,53991,41,1,28490480,13,train
7,uid7,70688,1310,ex1310,86452,44,1,28490739,14,train
7,uid7,70688,428,ex428,53793,44,1,28491284,15,train
7,uid7,70688,249,ex249,49278,113,1,28491484,16,train
7,uid7,70688,244,ex244,49273,113,0,28491523,17,train
7,uid7,70688,248,ex248,49277,113,1,28491594,18,train
7,uid7,70688,258,ex258,49287,113,1,28491646,19,train
7,uid7,70688,234,ex234,49263,113,1,28491682,20,train
7,uid7,70688,236,ex236,49265,113,1,28491730,21,train
7,uid7,70688,260,ex260,49289,113,1,28491774,22,train
7,uid7,70688,1052,ex1052,85720,107,1,28491817,23,train
7,uid7,70688,862,ex862,84727,102,1,28491844,24,train
7,uid7,70688,976,ex976,84945,102,1,28491858,25,train
7,uid7,70688,904,ex904,84833,102,1,28491867,26,train
7,uid7,70688,1105,ex1105,85850,102,1,28491915,27,train
7,uid7,70688,1197,ex1197,85971,102,0,28491953,28,train
7,uid7,70688,698,ex698,61111,102,1,28492232,29,train
7,uid7,70688,1484,ex1484,87078,117,1,28493278,30,train
7,uid7,70688,1505,ex1505,87439,133,0,28494116,31,train
7,uid7,70688,1516,ex1516,87557,133,1,28494477,32,train
7,uid7,70688,1585,ex1585,89720,40,1,28494584,33,train
7,uid7,70688,1739,ex1739,89961,40,1,28494641,34,train
7,uid7,70688,1260,ex1260,86235,120,1,28494668,35,train
7,uid7,70688,1251,ex1251,86213,120,1,28494675,36,train
7,uid7,70688,1244,ex1244,86196,120,1,28494686,37,train
7,uid7,70688,1240,ex1240,86165,120,0,28494711,38,train
7,uid7,70688,1237,ex1237,86157,120,1,28494726,39,train
7,uid7,70688,1238,ex1238,86160,120,1,28494732,40,train
7,uid7,70688,1957,ex1957,97816,109,1,28496479,41,train
7,uid7,70688,1960,ex1960,97828,109,1,28496502,42,train
7,uid7,70688,1972,ex1972,97876,109,1,28496532,43,train
7,uid7,70688,1949,ex1949,97784,109,1,28496572,44,train
7,uid7,70688,1985,ex1985,97928,109,1,28496598,45,train
7,uid7,70688,229,ex229,49016,5,1,28964157,46,train
7,uid7,70688,661,ex661,59766,74,0,29477955,47,train
7,uid7,70688,641,ex641,59674,143,1,29478043,48,train
7,uid7,70688,663,ex663,59794,74,0,29478066,49,train
7,uid7,70688,664,ex664,59795,74,0,29478080,50,train
7,uid7,70688,665,ex665,59796,74,1,29478091,51,train
7,uid7,70688,666,ex666,59797,74,0,29478094,52,train
7,uid7,70688,658,ex658,59726,74,0,29478114,53,train
7,uid7,70688,879,ex879,84770,123,1,32421844,54,train
7,uid7,70688,389,ex389,53697,114,1,32506497,55,train
7,uid7,70688,1621,ex1621,89757,40,0,32506726,56,train
7,uid7,70688,1572,ex1572,89707,40,1,32506857,57,train
7,uid7,70688,1556,ex1556,89661,40,1,32506882,58,train
7,uid7,70688,1566,ex1566,89701,40,1,32506898,59,train
7,uid7,70688,460,ex460,54035,41,1,32506953,60,train
7,uid7,70688,1296,ex1296,86354,44,1,32507083,61,train
7,uid7,70688,1295,ex1295,86353,44,1,32509179,62,train
7,uid7,70688,1331,ex1331,86533,44,1,32509297,63,train
7,uid7,70688,1350,ex1350,86552,44,1,32509345,64,train
7,uid7,70688,619,ex619,58815,44,1,32509470,65,train
7,uid7,70688,239,ex239,49268,113,0,32509488,66,train
7,uid7,70688,257,ex257,49286,113,1,32509536,67,train
7,uid7,70688,233,ex233,49262,113,1,32509548,68,train
7,uid7,70688,234,ex234,49263,113,1,32509565,69,train
7,uid7,70688,247,ex247,49276,113,1,32509580,70,train
7,uid7,70688,248,ex248,49277,113,1,32509611,71,train
7,uid7,70688,1060,ex1060,85735,107,1,32509655,72,train
7,uid7,70688,951,ex951,84920,102,1,32509705,73,train
7,uid7,70688,999,ex999,84968,102,1,32509727,74,train
7,uid7,70688,860,ex860,84725,102,1,32509742,75,train
7,uid7,70688,1146,ex1146,85906,102,1,32509836,76,train
7,uid7,70688,682,ex682,61095,102,1,32509879,77,train
7,uid7,70688,1494,ex1494,87114,117,1,32510186,78,train
7,uid7,70688,60,ex60,108957,127,0,32511120,79,train
7,uid7,70688,57,ex57,108948,127,1,32511231,80,train
7,uid7,70688,48,ex48,108921,127,0,32511334,81,train
7,uid7,70688,50,ex50,108927,127,1,32839882,82,train
7,uid7,70688,58,ex58,108951,127,1,32839901,83,train
7,uid7,70688,77,ex77,109008,127,1,32839910,84,train
7,uid7,70688,1502,ex1502,87429,133,1,32840002,85,train
7,uid7,70688,1701,ex1701,89923,40,1,32840112,86,train
7,uid7,70688,1256,ex1256,86226,120,1,32840229,87,train
