uid,entity_id,original_uid,split
288,uid288,288,train
289,uid289,289,train
290,uid290,290,train
291,uid291,291,train
292,uid292,292,train
293,uid293,293,train
294,uid294,294,train
295,uid295,295,train
296,uid296,296,train
297,uid297,297,train
298,uid298,298,train
299,uid299,299,train
300,uid300,300,train
301,uid301,301,train
302,uid302,302,train
303,uid303,303,train
304,uid304,304,train
305,uid305,305,train
306,uid306,306,train
307,uid307,307,train
308,uid308,308,train
309,uid309,309,train
310,uid310,310,train
311,uid311,311,train
312,uid312,312,train
313,uid313,313,train
314,uid314,314,train
315,uid315,315,train
316,uid316,316,train
317,uid317,317,train
318,uid318,318,train
319,uid319,319,train
320,uid320,320,train
321,uid321,321,train
322,uid322,322,train
323,uid323,323,train
324,uid324,324,train
325,uid325,325,train
326,uid326,326,train
327,uid327,327,train
328,uid328,328,train
329,uid329,329,train
330,uid330,330,train
331,uid331,331,train
332,uid332,332,train
333,uid333,333,train
334,uid334,334,train
335,uid335,335,train
336,uid336,336,train
337,uid337,337,train
338,uid338,338,train
339,uid339,339,train
340,uid340,340,train
341,uid341,341,train
342,uid342,342,train
343,uid343,343,train
344,uid344,344,train
345,uid345,345,train
346,uid346,346,train
347,uid347,347,train
348,uid348,348,train
349,uid349,349,train
350,uid350,350,train
351,uid351,351,train
352,uid352,352,train
353,uid353,353,train
354,uid354,354,train
355,uid355,355,train
356,uid356,356,train
357,uid357,357,train
358,uid358,358,train
359,uid359,359,train
360,uid360,360,train
361,uid361,361,train
362,uid362,362,train
363,uid363,363,train
364,uid364,364,train
365,uid365,365,train
366,uid366,366,train
367,uid367,367,train
368,uid368,368,train
369,uid369,369,train
370,uid370,370,train
371,uid371,371,train
372,uid372,372,train
373,uid373,373,train
374,uid374,374,train
375,uid375,375,train
376,uid376,376,train
377,uid377,377,train
378,uid378,378,train
379,uid379,379,train
380,uid380,380,train
381,uid381,381,train
382,uid382,382,train
383,uid383,383,train
384,uid384,384,train
385,uid385,385,train
386,uid386,386,train
387,uid387,387,train
388,uid388,388,train
389,uid389,389,train
390,uid390,390,train
391,uid391,391,train
392,uid392,392,train
393,uid393,393,train
394,uid394,394,train
395,uid395,395,train
396,uid396,396,train
397,uid397,397,train
398,uid398,398,train
399,uid399,399,train
400,uid400,400,train
401,uid401,401,train
402,uid402,402,train
403,uid403,403,train
404,uid404,404,train
405,uid405,405,train
406,uid406,406,train
407,uid407,407,train
408,uid408,408,train
409,uid409,409,train
410,uid410,410,train
411,uid411,411,train
412,uid412,412,train
413,uid413,413,train
414,uid414,414,train
415,uid415,415,train
416,uid416,416,train
417,uid417,417,train
418,uid418,418,train
419,uid419,419,train
420,uid420,420,train
421,uid421,421,train
422,uid422,422,train
423,uid423,423,train
424,uid424,424,train
425,uid425,425,train
426,uid426,426,train
427,uid427,427,train
428,uid428,428,train
429,uid429,429,train
430,uid430,430,test
431,uid431,431,test
432,uid432,432,test
433,uid433,433,test
434,uid434,434,test
435,uid435,435,test
436,uid436,436,test
437,uid437,437,test
438,uid438,438,test
439,uid439,439,test
440,uid440,440,test
441,uid441,441,test
442,uid442,442,test
443,uid443,443,test
444,uid444,444,test
445,uid445,445,test
446,uid446,446,test
447,uid447,447,test
448,uid448,448,test
449,uid449,449,test
450,uid450,450,test
451,uid451,451,test
452,uid452,452,test
453,uid453,453,test
454,uid454,454,test
455,uid455,455,test
456,uid456,456,test
457,uid457,457,test
458,uid458,458,test
459,uid459,459,test
460,uid460,460,test
461,uid461,461,test
462,uid462,462,test
463,uid463,463,test
464,uid464,464,test
465,uid465,465,test
466,uid466,466,test
467,uid467,467,test
468,uid468,468,test
469,uid469,469,test
470,uid470,470,test
471,uid471,471,test
472,uid472,472,test
473,uid473,473,test
474,uid474,474,test
475,uid475,475,test
476,uid476,476,test
477,uid477,477,test
478,uid478,478,test
479,uid479,479,test
480,uid480,480,test
481,uid481,481,test
482,uid482,482,test
483,uid483,483,test
484,uid484,484,test
485,uid485,485,test
486,uid486,486,test
487,uid487,487,test
488,uid488,488,test
489,uid489,489,test
490,uid490,490,test
491,uid491,491,test
492,uid492,492,test
493,uid493,493,test
494,uid494,494,test
495,uid495,495,test
496,uid496,496,test
497,uid497,497,test
498,uid498,498,test
499,uid499,499,test
500,uid500,500,test
501,uid501,501,test
502,uid502,502,test
503,uid503,503,test
504,uid504,504,test
505,uid505,505,test
506,uid506,506,test
507,uid507,507,test
508,uid508,508,test
509,uid509,509,test
510,uid510,510,test
511,uid511,511,test
512,uid512,512,test
513,uid513,513,test
514,uid514,514,test
515,uid515,515,test
516,uid516,516,test
517,uid517,517,test
518,uid518,518,test
519,uid519,519,test
520,uid520,520,test
521,uid521,521,test
522,uid522,522,test
523,uid523,523,test
524,uid524,524,test
525,uid525,525,test
526,uid526,526,test
527,uid527,527,test
528,uid528,528,test
529,uid529,529,test
530,uid530,530,test
531,uid531,531,test
532,uid532,532,test
533,uid533,533,test
534,uid534,534,test
535,uid535,535,test
536,uid536,536,test
537,uid537,537,test
538,uid538,538,test
539,uid539,539,test
540,uid540,540,test
541,uid541,541,test
542,uid542,542,test
543,uid543,543,test
544,uid544,544,test
545,uid545,545,test
546,uid546,546,test
547,uid547,547,test
548,uid548,548,test
549,uid549,549,test
550,uid550,550,test
551,uid551,551,test
552,uid552,552,test
553,uid553,553,test
554,uid554,554,test
555,uid555,555,test
556,uid556,556,test
557,uid557,557,test
558,uid558,558,test
559,uid559,559,test
560,uid560,560,test
561,uid561,561,test
562,uid562,562,test
563,uid563,563,test
564,uid564,564,test
565,uid565,565,test
566,uid566,566,test
567,uid567,567,test
568,uid568,568,test
569,uid569,569,test
570,uid570,570,test
571,uid571,571,test
572,uid572,572,test
573,uid573,573,test
