concept_index,entity_id,raw_concept_id,name,definition_source
28,kc28,"Entering y-intercept, SIF","Entering y-intercept, SIF",llm:deepseek-chat
29,kc29,Excluding the line when shading,Excluding the line when shading,llm:deepseek-chat
30,kc30,"Find X, Simple","Find X, Simple",llm:deepseek-chat
31,kc31,"Find X, negative slope","Find X, negative slope",llm:deepseek-chat
32,kc32,"Find X, positive slope","Find X, positive slope",llm:deepseek-chat
33,kc33,"Find Y, Simple","Find Y, Simple",llm:deepseek-chat
34,kc34,"Find Y, any form","Find Y, any form",llm:deepseek-chat
35,kc35,"Find Y, negative slope","Find Y, negative slope",llm:deepseek-chat
36,kc36,"Find Y, positive slope","Find Y, positive slope",llm:deepseek-chat
37,kc37,Identify Parent Curve,Identify Parent Curve,llm:deepseek-chat
38,kc38,Identify Parent Description,Identify Parent Description,llm:deepseek-chat
39,kc39,Identify Parent Equation,Identify Parent Equation,llm:deepseek-chat
40,kc40,Identifying units,Identifying units,llm:deepseek-chat
41,kc41,Including the line when shading,Including the line when shading,llm:deepseek-chat
42,kc42,Labelling point of intersection,Labelling point of intersection,llm:deepseek-chat
43,kc43,Labelling the axes,Labelling the axes,llm:deepseek-chat
44,kc44,"Negative Constant, GLF","Negative Constant, GLF",llm:deepseek-chat
45,kc45,"Negative Constant, SIF","Negative Constant, SIF",llm:deepseek-chat
46,kc46,Placing coordinate point,Placing coordinate point,llm:deepseek-chat
47,kc47,"Positive Constants, GLF","Positive Constants, GLF",llm:deepseek-chat
48,kc48,"Positive Constants, SIF","Positive Constants, SIF",llm:deepseek-chat
49,kc49,Setting the slope,Setting the slope,llm:deepseek-chat
50,kc50,Setting the y-intercept,Setting the y-intercept,llm:deepseek-chat
51,kc51,Shading GLF equation with negative slope,Shading GLF equation with negative slope,llm:deepseek-chat
52,kc52,Shading GLF equation with positive slope,Shading GLF equation with positive slope,llm:deepseek-chat
53,kc53,Shading SIF equation with negative slope,Shading SIF equation with negative slope,llm:deepseek-chat
54,kc54,Shading SIF equation with positive slope,Shading SIF equation with positive slope,llm:deepseek-chat
55,kc55,Shading greater than,Shading greater than,llm:deepseek-chat
56,kc56,Shading less than,Shading less than,llm:deepseek-chat
57,kc57,Using difficult numbers,Using difficult numbers,llm:deepseek-chat
58,kc58,Using large numbers,Using large numbers,llm:deepseek-chat
59,kc59,Using simple numbers,Using simple numbers,llm:deepseek-chat
60,kc60,Using small numbers,Using small numbers,llm:deepseek-chat
61,kc61,"Write expression, initial and change","Write expression, initial and change",llm:deepseek-chat
62,kc62,"Write expression, initial and point","Write expression, initial and point",llm:deepseek-chat
63,kc63,"Write expression, negative slope","Write expression, negative slope",llm:deepseek-chat
64,kc64,"Write expression, positive slope","Write expression, positive slope",llm:deepseek-chat
65,kc65,"Write expression, quadratic","Write expression, quadratic",llm:deepseek-chat
66,kc66,"Write expression, ratio","Write expression, ratio",llm:deepseek-chat
67,kc67,"Write expression, two points","Write expression, two points",llm:deepseek-chat
68,kc68,"[SkillRule: Add/Subtract; [Typein Skill: {Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any}]]","Add/Subtract; Typein Skill: Isolate positive; Isolate negative; Remove constant; Consolidate vars, no coeff; Consolidate vars with coeff; Consolidate vars, any",llm:deepseek-chat
69,kc69,"[SkillRule: Apply Exponent; {Expand Exponents; eval radical; Expand Exponents, radical}]","Apply Exponent; Expand Exponents; eval radical; Expand Exponents, radical",llm:deepseek-chat
70,kc70,[SkillRule: Calculate Eliminate Parens; [Typein Skill: Eliminate Parens]],Calculate Eliminate Parens; Typein Skill: Eliminate Parens,llm:deepseek-chat
71,kc71,[SkillRule: Calculate negative coefficient; [Typein Skill: Make variable positive]],Calculate negative coefficient; Typein Skill: Make variable positive,llm:deepseek-chat
72,kc72,[SkillRule: Consolidate vars with coeff; CLT],Consolidate vars with coeff; CLT,llm:deepseek-chat
73,kc73,"[SkillRule: Consolidate vars, any; {Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2}]","Consolidate vars, any; Combine variables to right, sub; Combine variables to right, add; Combine variables to right, gen; Combine variables to right; Combine variables to left, add; Combine variables to left, sub; Combine variables to left, gen; ax+b=cx; ax+b=cx, move left; ax+b=cx+d, pos; ax+b=cx+d, neg; ax+b=cx+d, move right; ax+b=cx+d, move two; ax+b=cx+d, move two2; x+b=cx+d, pos; x+b=cx+d, neg; x+b=cx+d, move right; x+b=cx+d, move two; x+b=cx+d, move two2; ax+b=x+d, pos; ax+b=x+d, neg; ax+b=x+d, move right; ax+b=x+d, move two; ax+b=x+d, move two2; x+b=x+d, pos; x+b=x+d, neg; x+b=x+d, move right; x+b=x+d, move two; x+b=x+d, move two2",llm:deepseek-chat
74,kc74,"[SkillRule: Consolidate vars, no coeff; CLT]","Consolidate vars, no coeff; CLT",llm:deepseek-chat
75,kc75,"[SkillRule: Do Multiply - Whole nested; [Typein Skill: Select Multiply/Divide, nested]]","Do Multiply - Whole nested; Typein Skill: Select Multiply/Divide, nested",llm:deepseek-chat
76,kc76,"[SkillRule: Done?; {doneleft; doneright; done no solution; Done No Solution, domain exception; Done No Solution, range exception; done infinite solutions}]","Done?; doneleft; doneright; done no solution; Done No Solution, domain exception; Done No Solution, range exception; done infinite solutions",llm:deepseek-chat
77,kc77,"[SkillRule: Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; [var expr]/[const expr] = [const expr], multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex}]","Eliminate Parens; CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; (+/-x +/-a)/b=c, mult; (+/-x +/-a)*b=c, div; var expr/const expr = const expr, multiply; Distribute Division left; Distribute Division right; Distribute both mult left; Distribute both mult right; Distribute both divide left; Distribute both divide right; Distribute subex",llm:deepseek-chat
78,kc78,"[SkillRule: Eliminate Parens; {[var expr]/[const expr] = [const expr], multiply; [var expr]*[const expr] = [const expr], divide}]","Eliminate Parens; var expr/const expr = const expr, multiply; var expr*const expr = const expr, divide",llm:deepseek-chat
79,kc79,[SkillRule: Extract to consolidate vars; {factor; factorb; factorc; factord}],Extract to consolidate vars; factor; factorb; factorc; factord,llm:deepseek-chat
80,kc80,"[SkillRule: Isolate negative; x+a=b, negative]","Isolate negative; x+a=b, negative",llm:deepseek-chat
81,kc81,"[SkillRule: Isolate positive; x+a=b, positive]","Isolate positive; x+a=b, positive",llm:deepseek-chat
82,kc82,[SkillRule: Make variable positive; {add x in -x; move neg var to other side}],Make variable positive; add x in -x; move neg var to other side,llm:deepseek-chat
83,kc83,"[SkillRule: Make variable positive; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]","Make variable positive; ax+b=c, divide; ax=b; const expr*var fact + const expr = const expr, divide; var expr*const expr = const expr, divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; var expr/const expr = const expr, multiply",llm:deepseek-chat
84,kc84,[SkillRule: Multiply/Divide; [Typein Skill: {Remove coefficient; Variable in denominator}]],Multiply/Divide; Typein Skill: Remove coefficient; Variable in denominator,llm:deepseek-chat
85,kc85,"[SkillRule: Remove coefficient; {ax+b=c, divide; ax=b; [const expr]*[var fact] + [const expr] = [const expr], divide; [var expr]*[const expr] = [const expr], divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; [var expr]/[const expr] = [const expr], multiply}]","Remove coefficient; ax+b=c, divide; ax=b; const expr*var fact + const expr = const expr, divide; var expr*const expr = const expr, divide; a/b*x=c; a/b*x=c, reciprocal; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b; (+/-x +/-a)/b=c, mult; a=x*(b+c); a=x*(b-c); a=x*(b*c+d); x/a+b=c, multiply; var expr/const expr = const expr, multiply",llm:deepseek-chat
86,kc86,"[SkillRule: Remove constant; {ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; [var expr]+[const expr]=[const expr], positive; [var expr]+[const expr]=[const expr], negative; [var expr]+[const expr]=[const expr], all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative}]","Remove constant; ax+b=c, positive; ax+b=c, negative; x+a=b, positive; x+a=b, negative; var expr+const expr=const expr, positive; var expr+const expr=const expr, negative; var expr+const expr=const expr, all; Combine constants to right; Combine constants to left; a-x=b, positive; a/x+b=c, positive; a/x+b=c, negative",llm:deepseek-chat
87,kc87,"[SkillRule: Remove negative coefficient; {ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b}]","Remove negative coefficient; ax/b=c, reciprocal; ax/b=c; ax=b; x/a=b",llm:deepseek-chat
88,kc88,"[SkillRule: Remove positive coefficient; {ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b}]","Remove positive coefficient; ax/b=c, reciprocal; ax/b=c; x/a=b; ax=b",llm:deepseek-chat
89,kc89,[SkillRule: Select Combine Terms; CLT],Select Combine Terms; CLT,llm:deepseek-chat
90,kc90,"[SkillRule: Select Eliminate Parens; {CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex}]","Select Eliminate Parens; CLT nested; CLT nested, parens; Distribute Mult right; Distribute Mult left; Distribute subex",llm:deepseek-chat
91,kc91,"[SkillRule: Select Multiply/Divide, nested; {MT; MT no fraction coeff}]","Select Multiply/Divide, nested; MT; MT no fraction coeff",llm:deepseek-chat
92,kc92,[SkillRule: Select Multiply; {MT; MT no fraction coeff}],Select Multiply; MT; MT no fraction coeff,llm:deepseek-chat
93,kc93,"[SkillRule: Variable in denominator; {a/x=[anything]; a/x=b; a/x=b, sophisticated}]","Variable in denominator; a/x=anything; a/x=b; a/x=b, sophisticated",llm:deepseek-chat
94,kc94,"[SkillRule: ax+b=c, negative; ax+b=c, negative]","ax+b=c, negative; ax+b=c, negative",llm:deepseek-chat
95,kc95,[SkillRule: done infinite solutions; done infinite solutions],done infinite solutions; done infinite solutions,llm:deepseek-chat
96,kc96,"[SkillRule: done no solutions; {done no solution; Done No Solution, domain exception; Done No Solution, range exception}]","done no solutions; done no solution; Done No Solution, domain exception; Done No Solution, range exception",llm:deepseek-chat
97,kc97,[SkillRule: invert-mult; {ivm}],invert-mult; ivm,llm:deepseek-chat
98,kc98,combine-like-terms-r-sp,combine-like-terms-r-sp,llm:deepseek-chat
99,kc99,combine-like-terms-sp,combine-like-terms-sp,llm:deepseek-chat
100,kc100,combine-like-terms-whole-sp,combine-like-terms-whole-sp,llm:deepseek-chat
101,kc101,distribute-sp,distribute-sp,llm:deepseek-chat
102,kc102,factor-quadratic-sp,factor-quadratic-sp,llm:deepseek-chat
103,kc103,factor-sp,factor-sp,llm:deepseek-chat
104,kc104,perform-mult-r-sp,perform-mult-r-sp,llm:deepseek-chat
105,kc105,perform-mult-row2-sp,perform-mult-row2-sp,llm:deepseek-chat
106,kc106,perform-mult-sp,perform-mult-sp,llm:deepseek-chat
107,kc107,perform-mult-whole-sp,perform-mult-whole-sp,llm:deepseek-chat
108,kc108,qft-den-sp,qft-den-sp,llm:deepseek-chat
109,kc109,qft-num1-sp,qft-num1-sp,llm:deepseek-chat
110,kc110,qft-num2-sp,qft-num2-sp,llm:deepseek-chat
111,kc111,simplify-fractions-sp,simplify-fractions-sp,llm:deepseek-chat
