exercise_index,entity_id,original_question_id
728,ex728,1137
729,ex729,1138
730,ex730,1140
731,ex731,1141
732,ex732,1142
733,ex733,1143
734,ex734,1144
735,ex735,1145
736,ex736,1146
737,ex737,1147
738,ex738,1148
739,ex739,1149
740,ex740,1150
741,ex741,1151
742,ex742,1152
743,ex743,1153
744,ex744,1154
745,ex745,1155
746,ex746,1156
747,ex747,1157
748,ex748,1158
749,ex749,1159
750,ex750,1160
751,ex751,1161
752,ex752,1162
753,ex753,1163
754,ex754,1164
755,ex755,1165
756,ex756,1166
757,ex757,1167
758,ex758,1168
759,ex759,1169
760,ex760,1170
761,ex761,1171
762,ex762,1172
763,ex763,1173
764,ex764,1174
765,ex765,1176
766,ex766,1177
767,ex767,1178
768,ex768,1179
769,ex769,1181
770,ex770,1182
771,ex771,1183
772,ex772,1184
773,ex773,1187
774,ex774,1188
775,ex775,1189
776,ex776,1190
777,ex777,1192
778,ex778,1193
779,ex779,1194
780,ex780,1195
781,ex781,1196
782,ex782,1197
783,ex783,1198
784,ex784,1199
785,ex785,1200
786,ex786,1201
787,ex787,1202
788,ex788,1203
789,ex789,1204
790,ex790,1205
791,ex791,1206
792,ex792,1207
793,ex793,1208
794,ex794,1209
795,ex795,1210
796,ex796,1211
797,ex797,1212
798,ex798,1213
799,ex799,1214
800,ex800,1215
801,ex801,1216
802,ex802,1217
803,ex803,1218
804,ex804,1219
805,ex805,1220
806,ex806,1221
807,ex807,1222
808,ex808,1223
809,ex809,1224
810,ex810,1225
811,ex811,1226
812,ex812,1227
813,ex813,1228
814,ex814,1229
815,ex815,1230
816,ex816,1231
817,ex817,1232
818,ex818,1233
819,ex819,1234
820,ex820,1235
821,ex821,1236
822,ex822,1237
823,ex823,1238
824,ex824,1239
825,ex825,1240
826,ex826,1241
827,ex827,1242
828,ex828,1243
829,ex829,1244
830,ex830,1245
831,ex831,1246
832,ex832,1247
833,ex833,1248
834,ex834,1249
835,ex835,1250
836,ex836,1251
837,ex837,1252
838,ex838,1253
839,ex839,1254
840,ex840,1255
841,ex841,1256
842,ex842,1257
843,ex843,1258
844,ex844,1259
845,ex845,1260
846,ex846,1261
847,ex847,1263
848,ex848,1264
849,ex849,1265
850,ex850,1266
851,ex851,1267
852,ex852,1268
853,ex853,1269
854,ex854,1270
855,ex855,1271
856,ex856,1272
857,ex857,1273
858,ex858,1274
859,ex859,1275
860,ex860,1276
861,ex861,1277
862,ex862,1278
863,ex863,1279
864,ex864,1280
865,ex865,1281
866,ex866,1282
867,ex867,1283
868,ex868,1285
869,ex869,1286
870,ex870,1287
871,ex871,1288
872,ex872,1289
873,ex873,1290
874,ex874,1291
875,ex875,1292
876,ex876,1293
877,ex877,1294
878,ex878,1295
879,ex879,1296
880,ex880,1297
881,ex881,1298
882,ex882,1299
883,ex883,1300
884,ex884,1301
885,ex885,1302
886,ex886,1303
887,ex887,1304
888,ex888,1305
889,ex889,1306
890,ex890,1307
891,ex891,1308
892,ex892,1309
893,ex893,1310
894,ex894,1311
895,ex895,1312
896,ex896,1313
897,ex897,1314
898,ex898,1315
899,ex899,1316
900,ex900,1317
901,ex901,1318
902,ex902,1319
903,ex903,1320
904,ex904,1321
905,ex905,1322
906,ex906,1323
907,ex907,1324
908,ex908,1325
909,ex909,1326
910,ex910,1327
911,ex911,1329
912,ex912,1330
913,ex913,1331
914,ex914,1332
915,ex915,1333
916,ex916,1334
917,ex917,1335
918,ex918,1336
919,ex919,1337
920,ex920,1339
921,ex921,1340
922,ex922,1341
923,ex923,1343
924,ex924,1344
925,ex925,1345
926,ex926,1346
927,ex927,1347
928,ex928,1348
929,ex929,1349
930,ex930,1350
931,ex931,1351
932,ex932,1352
933,ex933,1353
934,ex934,1354
935,ex935,1355
936,ex936,1356
937,ex937,1358
938,ex938,1359
939,ex939,1360
940,ex940,1361
941,ex941,1365
942,ex942,1366
943,ex943,1387
944,ex944,1420
945,ex945,1436
946,ex946,1440
947,ex947,1441
948,ex948,1444
949,ex949,1447
950,ex950,1453
951,ex951,1456
952,ex952,1457
953,ex953,1458
954,ex954,1459
955,ex955,1461
956,ex956,1462
957,ex957,1464
958,ex958,1465
959,ex959,1466
960,ex960,1473
961,ex961,1474
962,ex962,1475
963,ex963,1477
964,ex964,1480
965,ex965,1481
966,ex966,1485
967,ex967,1486
968,ex968,1487
969,ex969,1488
970,ex970,1489
971,ex971,1502
972,ex972,1504
973,ex973,1505
974,ex974,1506
975,ex975,1517
976,ex976,1520
977,ex977,1521
978,ex978,1522
979,ex979,1524
980,ex980,1525
981,ex981,1533
982,ex982,1579
983,ex983,1588
984,ex984,1604
985,ex985,1605
986,ex986,1609
987,ex987,1711
988,ex988,1727
989,ex989,1761
990,ex990,1851
991,ex991,1852
992,ex992,1874
993,ex993,1875
994,ex994,1882
995,ex995,1883
996,ex996,1884
997,ex997,1885
998,ex998,1886
999,ex999,1887
1000,ex1000,1888
1001,ex1001,1889
1002,ex1002,1890
1003,ex1003,1891
1004,ex1004,1892
1005,ex1005,1893
1006,ex1006,1894
1007,ex1007,1895
1008,ex1008,1896
1009,ex1009,1897
1010,ex1010,1898
1011,ex1011,1909
1012,ex1012,1910
1013,ex1013,1914
1014,ex1014,1915
1015,ex1015,1916
1016,ex1016,1919
1017,ex1017,1920
1018,ex1018,1924
1019,ex1019,1927
1020,ex1020,1928
1021,ex1021,1929
1022,ex1022,1932
1023,ex1023,1933
1024,ex1024,1934
1025,ex1025,1935
1026,ex1026,1936
1027,ex1027,1937
1028,ex1028,1941
1029,ex1029,1942
1030,ex1030,1943
1031,ex1031,1944
1032,ex1032,1945
1033,ex1033,1946
1034,ex1034,1947
1035,ex1035,1948
1036,ex1036,1949
1037,ex1037,1950
1038,ex1038,1951
1039,ex1039,1952
1040,ex1040,1953
1041,ex1041,1954
1042,ex1042,1955
1043,ex1043,1956
1044,ex1044,1957
1045,ex1045,1958
1046,ex1046,1959
1047,ex1047,1960
1048,ex1048,1961
1049,ex1049,1962
1050,ex1050,1963
1051,ex1051,1964
1052,ex1052,1965
1053,ex1053,1966
1054,ex1054,1967
1055,ex1055,1968
1056,ex1056,1969
1057,ex1057,1970
1058,ex1058,1971
1059,ex1059,1972
1060,ex1060,1973
1061,ex1061,1974
1062,ex1062,1975
1063,ex1063,1976
1064,ex1064,1978
1065,ex1065,1979
1066,ex1066,1981
1067,ex1067,1983
1068,ex1068,1985
1069,ex1069,1986
1070,ex1070,1987
1071,ex1071,1988
1072,ex1072,1989
1073,ex1073,1990
1074,ex1074,1991
1075,ex1075,1992
1076,ex1076,1993
1077,ex1077,1994
1078,ex1078,1995
1079,ex1079,1996
1080,ex1080,1997
1081,ex1081,1998
1082,ex1082,1999
1083,ex1083,2000
1084,ex1084,2001
1085,ex1085,2002
1086,ex1086,2003
1087,ex1087,2004
1088,ex1088,2005
1089,ex1089,2006
1090,ex1090,2007
1091,ex1091,2008
1092,ex1092,2009
1093,ex1093,2010
1094,ex1094,2011
1095,ex1095,2012
1096,ex1096,2013
1097,ex1097,2014
1098,ex1098,2015
1099,ex1099,2016
1100,ex1100,2017
1101,ex1101,2018
1102,ex1102,2019
1103,ex1103,2020
1104,ex1104,2021
1105,ex1105,2022
1106,ex1106,2023
1107,ex1107,2024
1108,ex1108,2025
1109,ex1109,2026
1110,ex1110,2027
1111,ex1111,2028
1112,ex1112,2029
1113,ex1113,2030
1114,ex1114,2031
1115,ex1115,2032
1116,ex1116,2033
1117,ex1117,2034
1118,ex1118,2035
1119,ex1119,2036
1120,ex1120,2037
1121,ex1121,2038
1122,ex1122,2039
1123,ex1123,2040
1124,ex1124,2041
1125,ex1125,2042
1126,ex1126,2043
1127,ex1127,2044
1128,ex1128,2045
1129,ex1129,2046
1130,ex1130,2047
1131,ex1131,2048
1132,ex1132,2049
1133,ex1133,2050
1134,ex1134,2051
1135,ex1135,2052
1136,ex1136,2053
1137,ex1137,2054
1138,ex1138,2055
1139,ex1139,2056
1140,ex1140,2057
1141,ex1141,2058
1142,ex1142,2059
1143,ex1143,2060
1144,ex1144,2061
1145,ex1145,2062
1146,ex1146,2063
1147,ex1147,2064
1148,ex1148,2065
1149,ex1149,2066
1150,ex1150,2067
1151,ex1151,2068
1152,ex1152,2069
1153,ex1153,2070
1154,ex1154,2071
1155,ex1155,2072
1156,ex1156,2073
1157,ex1157,2074
1158,ex1158,2075
1159,ex1159,2076
1160,ex1160,2077
1161,ex1161,2078
1162,ex1162,2079
1163,ex1163,2080
1164,ex1164,2081
1165,ex1165,2082
1166,ex1166,2083
1167,ex1167,2084
1168,ex1168,2085
1169,ex1169,2086
1170,ex1170,2087
1171,ex1171,2088
1172,ex1172,2089
1173,ex1173,2090
1174,ex1174,2091
1175,ex1175,2092
1176,ex1176,2093
1177,ex1177,2094
1178,ex1178,2095
1179,ex1179,2096
1180,ex1180,2097
1181,ex1181,2098
1182,ex1182,2099
1183,ex1183,2100
1184,ex1184,2101
1185,ex1185,2102
1186,ex1186,2103
1187,ex1187,2104
1188,ex1188,2105
1189,ex1189,2106
1190,ex1190,2107
1191,ex1191,2108
1192,ex1192,2109
1193,ex1193,2110
1194,ex1194,2111
1195,ex1195,2112
1196,ex1196,2113
1197,ex1197,2114
1198,ex1198,2115
1199,ex1199,2116
1200,ex1200,2117
1201,ex1201,2118
1202,ex1202,2119
1203,ex1203,2120
1204,ex1204,2121
1205,ex1205,2122
1206,ex1206,2123
1207,ex1207,2125
1208,ex1208,2126
1209,ex1209,2127
1210,ex1210,2128
1211,ex1211,2129
1212,ex1212,2130
1213,ex1213,2131
1214,ex1214,2132
1215,ex1215,2133
1216,ex1216,2134
1217,ex1217,2135
1218,ex1218,2136
1219,ex1219,2137
1220,ex1220,2138
1221,ex1221,2139
1222,ex1222,2140
1223,ex1223,2141
1224,ex1224,2142
1225,ex1225,2143
1226,ex1226,2144
1227,ex1227,2145
1228,ex1228,2146
1229,ex1229,2147
1230,ex1230,2148
1231,ex1231,2149
1232,ex1232,2150
1233,ex1233,2151
1234,ex1234,2152
1235,ex1235,2153
1236,ex1236,2154
1237,ex1237,2155
1238,ex1238,2156
1239,ex1239,2157
1240,ex1240,2158
1241,ex1241,2159
1242,ex1242,2160
1243,ex1243,2161
1244,ex1244,2162
1245,ex1245,2163
1246,ex1246,2164
1247,ex1247,2165
1248,ex1248,2166
1249,ex1249,2167
1250,ex1250,2168
1251,ex1251,2169
1252,ex1252,2170
1253,ex1253,2171
1254,ex1254,2172
1255,ex1255,2173
1256,ex1256,2174
1257,ex1257,2175
1258,ex1258,2176
1259,ex1259,2189
1260,ex1260,2194
1261,ex1261,2195
1262,ex1262,2196
1263,ex1263,2197
1264,ex1264,2198
1265,ex1265,2199
1266,ex1266,2200
1267,ex1267,2201
1268,ex1268,2202
1269,ex1269,2203
1270,ex1270,2204
1271,ex1271,2205
1272,ex1272,2206
1273,ex1273,2207
1274,ex1274,2208
1275,ex1275,2209
1276,ex1276,2210
1277,ex1277,2211
1278,ex1278,2212
1279,ex1279,2213
1280,ex1280,2214
1281,ex1281,2215
1282,ex1282,2216
1283,ex1283,2217
1284,ex1284,2218
1285,ex1285,2219
1286,ex1286,2220
1287,ex1287,2221
1288,ex1288,2222
1289,ex1289,2223
1290,ex1290,2224
1291,ex1291,2225
1292,ex1292,2226
1293,ex1293,2227
1294,ex1294,2228
1295,ex1295,2229
1296,ex1296,2230
1297,ex1297,2232
1298,ex1298,2233
1299,ex1299,2234
1300,ex1300,2235
1301,ex1301,2236
1302,ex1302,2237
1303,ex1303,2238
1304,ex1304,2242
1305,ex1305,2243
1306,ex1306,2244
1307,ex1307,2245
1308,ex1308,2246
1309,ex1309,2247
1310,ex1310,2248
1311,ex1311,2249
1312,ex1312,2250
1313,ex1313,2251
1314,ex1314,2252
1315,ex1315,2253
1316,ex1316,2254
1317,ex1317,2255
1318,ex1318,2256
1319,ex1319,2257
1320,ex1320,2258
1321,ex1321,2259
1322,ex1322,2260
1323,ex1323,2261
1324,ex1324,2262
1325,ex1325,2263
1326,ex1326,2264
1327,ex1327,2265
1328,ex1328,2266
1329,ex1329,2267
1330,ex1330,2269
1331,ex1331,2270
1332,ex1332,2271
1333,ex1333,2272
1334,ex1334,2273
1335,ex1335,2274
1336,ex1336,2275
1337,ex1337,2276
1338,ex1338,2277
1339,ex1339,2278
1340,ex1340,2279
1341,ex1341,2280
1342,ex1342,2281
1343,ex1343,2282
1344,ex1344,2284
1345,ex1345,2287
1346,ex1346,2288
1347,ex1347,2290
1348,ex1348,2291
1349,ex1349,2292
1350,ex1350,2293
1351,ex1351,2295
1352,ex1352,2309
1353,ex1353,2310
1354,ex1354,2311
1355,ex1355,2312
1356,ex1356,2313
1357,ex1357,2314
1358,ex1358,2315
1359,ex1359,2318
1360,ex1360,2321
1361,ex1361,2322
1362,ex1362,2323
1363,ex1363,2324
1364,ex1364,2326
1365,ex1365,2328
1366,ex1366,2332
1367,ex1367,2333
1368,ex1368,2334
1369,ex1369,2335
1370,ex1370,2336
1371,ex1371,2337
1372,ex1372,2338
1373,ex1373,2339
1374,ex1374,2340
1375,ex1375,2341
1376,ex1376,2342
1377,ex1377,2343
1378,ex1378,2344
1379,ex1379,2345
1380,ex1380,2346
1381,ex1381,2347
1382,ex1382,2348
1383,ex1383,2349
1384,ex1384,2353
1385,ex1385,2354
1386,ex1386,2355
1387,ex1387,2356
1388,ex1388,2361
1389,ex1389,2365
1390,ex1390,2366
1391,ex1391,2369
1392,ex1392,2372
1393,ex1393,2374
1394,ex1394,2375
1395,ex1395,2377
1396,ex1396,2378
1397,ex1397,2379
1398,ex1398,2388
1399,ex1399,2389
1400,ex1400,2390
1401,ex1401,2392
1402,ex1402,2393
1403,ex1403,2394
1404,ex1404,2396
1405,ex1405,2397
1406,ex1406,2398
1407,ex1407,2399
1408,ex1408,2404
1409,ex1409,2405
1410,ex1410,2407
1411,ex1411,2408
1412,ex1412,2409
1413,ex1413,2410
1414,ex1414,2411
1415,ex1415,2412
1416,ex1416,2413
1417,ex1417,2414
1418,ex1418,2415
1419,ex1419,2416
1420,ex1420,2417
1421,ex1421,2418
1422,ex1422,2419
1423,ex1423,2420
1424,ex1424,2421
1425,ex1425,2424
1426,ex1426,2425
1427,ex1427,2426
1428,ex1428,2427
1429,ex1429,2428
1430,ex1430,2429
1431,ex1431,2430
1432,ex1432,2431
1433,ex1433,2432
1434,ex1434,2433
1435,ex1435,2544
1436,ex1436,2574
1437,ex1437,2575
1438,ex1438,2576
1439,ex1439,2577
1440,ex1440,2578
1441,ex1441,2579
1442,ex1442,2580
1443,ex1443,2581
1444,ex1444,2582
1445,ex1445,2584
1446,ex1446,2585
1447,ex1447,2586
1448,ex1448,2587
1449,ex1449,2588
1450,ex1450,2598
1451,ex1451,2599
1452,ex1452,2604
1453,ex1453,2605
1454,ex1454,2610
1455,ex1455,2613
1456,ex1456,2614
1457,ex1457,2615
1458,ex1458,2616
1459,ex1459,2617
1460,ex1460,2618
1461,ex1461,2619
1462,ex1462,2620
1463,ex1463,2621
1464,ex1464,2622
1465,ex1465,2623
1466,ex1466,2624
1467,ex1467,2628
1468,ex1468,2629
1469,ex1469,2631
1470,ex1470,2632
1471,ex1471,2633
1472,ex1472,2634
1473,ex1473,2637
1474,ex1474,2644
1475,ex1475,2652
1476,ex1476,2653
1477,ex1477,2654
1478,ex1478,2655
1479,ex1479,2669
1480,ex1480,2673
1481,ex1481,2678
1482,ex1482,2681
1483,ex1483,2682
1484,ex1484,2720
1485,ex1485,2721
1486,ex1486,2738
1487,ex1487,2740
1488,ex1488,2744
1489,ex1489,2746
1490,ex1490,2747
1491,ex1491,2750
1492,ex1492,2751
1493,ex1493,2752
1494,ex1494,2753
1495,ex1495,2754
1496,ex1496,2755
1497,ex1497,2756
1498,ex1498,2758
1499,ex1499,2759
1500,ex1500,2760
1501,ex1501,2761
1502,ex1502,2762
1503,ex1503,2763
1504,ex1504,2764
1505,ex1505,2896
1506,ex1506,2897
1507,ex1507,2900
1508,ex1508,2902
