uid,entity_id,original_uid,split
393,uid393,393,train
394,uid394,394,train
395,uid395,395,train
396,uid396,396,train
397,uid397,397,train
398,uid398,398,test
399,uid399,399,train
400,uid400,400,test
401,uid401,401,train
402,uid402,402,test
403,uid403,403,train
404,uid404,404,test
405,uid405,405,train
406,uid406,406,train
407,uid407,407,test
408,uid408,408,train
409,uid409,409,test
410,uid410,410,train
411,uid411,411,train
412,uid412,412,train
413,uid413,413,train
414,uid414,414,test
415,uid415,415,train
416,uid416,416,train
417,uid417,417,train
418,uid418,418,train
419,uid419,419,train
420,uid420,420,train
421,uid421,421,train
422,uid422,422,train
423,uid423,423,test
424,uid424,424,train
425,uid425,425,train
426,uid426,426,train
427,uid427,427,train
428,uid428,428,train
429,uid429,429,train
430,uid430,430,test
431,uid431,431,train
432,uid432,432,train
433,uid433,433,train
434,uid434,434,train
435,uid435,435,train
436,uid436,436,train
437,uid437,437,train
438,uid438,438,test
439,uid439,439,test
440,uid440,440,train
441,uid441,441,test
442,uid442,442,train
443,uid443,443,test
444,uid444,444,train
445,uid445,445,train
446,uid446,446,train
447,uid447,447,test
448,uid448,448,train
449,uid449,449,train
450,uid450,450,train
451,uid451,451,train
452,uid452,452,train
453,uid453,453,train
454,uid454,454,train
455,uid455,455,train
456,uid456,456,test
457,uid457,457,test
458,uid458,458,train
459,uid459,459,test
460,uid460,460,train
461,uid461,461,train
462,uid462,462,train
463,uid463,463,train
464,uid464,464,train
465,uid465,465,train
466,uid466,466,train
467,uid467,467,train
468,uid468,468,test
469,uid469,469,train
470,uid470,470,train
471,uid471,471,train
472,uid472,472,train
473,uid473,473,test
474,uid474,474,train
475,uid475,475,train
476,uid476,476,train
477,uid477,477,test
478,uid478,478,train
479,uid479,479,train
480,uid480,480,train
481,uid481,481,test
482,uid482,482,train
483,uid483,483,train
484,uid484,484,train
485,uid485,485,train
486,uid486,486,train
487,uid487,487,train
488,uid488,488,train
489,uid489,489,train
490,uid490,490,train
491,uid491,491,test
492,uid492,492,train
493,uid493,493,train
494,uid494,494,train
495,uid495,495,train
496,uid496,496,train
497,uid497,497,train
498,uid498,498,train
499,uid499,499,train
500,uid500,500,train
501,uid501,501,train
502,uid502,502,train
503,uid503,503,train
504,uid504,504,train
505,uid505,505,train
506,uid506,506,train
507,uid507,507,test
508,uid508,508,train
509,uid509,509,train
510,uid510,510,train
511,uid511,511,train
512,uid512,512,train
513,uid513,513,train
514,uid514,514,test
515,uid515,515,test
516,uid516,516,train
517,uid517,517,train
518,uid518,518,train
519,uid519,519,train
520,uid520,520,train
521,uid521,521,train
522,uid522,522,train
523,uid523,523,train
524,uid524,524,test
525,uid525,525,train
526,uid526,526,test
527,uid527,527,train
528,uid528,528,train
529,uid529,529,test
530,uid530,530,test
531,uid531,531,train
532,uid532,532,test
533,uid533,533,train
534,uid534,534,test
535,uid535,535,train
536,uid536,536,train
537,uid537,537,train
538,uid538,538,train
539,uid539,539,test
540,uid540,540,test
541,uid541,541,train
542,uid542,542,train
543,uid543,543,train
544,uid544,544,train
545,uid545,545,test
546,uid546,546,train
547,uid547,547,train
548,uid548,548,train
549,uid549,549,test
550,uid550,550,test
551,uid551,551,train
552,uid552,552,train
553,uid553,553,train
554,uid554,554,train
555,uid555,555,train
556,uid556,556,train
557,uid557,557,train
558,uid558,558,test
559,uid559,559,train
560,uid560,560,test
561,uid561,561,train
562,uid562,562,train
563,uid563,563,train
564,uid564,564,train
565,uid565,565,train
566,uid566,566,test
567,uid567,567,train
568,uid568,568,train
569,uid569,569,train
570,uid570,570,train
571,uid571,571,train
572,uid572,572,train
573,uid573,573,train
574,uid574,574,test
575,uid575,575,train
576,uid576,576,test
577,uid577,577,train
578,uid578,578,train
579,uid579,579,train
580,uid580,580,train
581,uid581,581,train
582,uid582,582,train
583,uid583,583,train
584,uid584,584,train
585,uid585,585,train
586,uid586,586,train
587,uid587,587,train
588,uid588,588,test
589,uid589,589,test
590,uid590,590,train
591,uid591,591,train
592,uid592,592,train
593,uid593,593,test
594,uid594,594,test
595,uid595,595,test
596,uid596,596,test
597,uid597,597,test
598,uid598,598,test
599,uid599,599,train
600,uid600,600,train
601,uid601,601,train
602,uid602,602,test
603,uid603,603,test
604,uid604,604,train
605,uid605,605,train
606,uid606,606,train
607,uid607,607,train
608,uid608,608,test
609,uid609,609,train
610,uid610,610,train
611,uid611,611,train
612,uid612,612,train
613,uid613,613,train
614,uid614,614,train
615,uid615,615,train
616,uid616,616,train
617,uid617,617,train
618,uid618,618,test
619,uid619,619,train
620,uid620,620,train
621,uid621,621,test
622,uid622,622,train
623,uid623,623,train
624,uid624,624,test
625,uid625,625,train
626,uid626,626,test
627,uid627,627,train
628,uid628,628,train
629,uid629,629,train
630,uid630,630,test
631,uid631,631,train
632,uid632,632,test
633,uid633,633,train
634,uid634,634,test
635,uid635,635,train
636,uid636,636,train
637,uid637,637,train
638,uid638,638,train
639,uid639,639,train
640,uid640,640,train
641,uid641,641,test
642,uid642,642,test
643,uid643,643,test
644,uid644,644,test
645,uid645,645,test
646,uid646,646,train
647,uid647,647,test
648,uid648,648,test
649,uid649,649,train
650,uid650,650,train
651,uid651,651,train
652,uid652,652,train
653,uid653,653,test
654,uid654,654,test
655,uid655,655,train
656,uid656,656,train
657,uid657,657,train
658,uid658,658,train
659,uid659,659,train
660,uid660,660,train
661,uid661,661,train
662,uid662,662,train
663,uid663,663,train
664,uid664,664,train
665,uid665,665,train
666,uid666,666,train
667,uid667,667,test
668,uid668,668,train
669,uid669,669,train
670,uid670,670,train
671,uid671,671,test
672,uid672,672,train
673,uid673,673,train
674,uid674,674,train
675,uid675,675,train
676,uid676,676,test
677,uid677,677,train
678,uid678,678,train
679,uid679,679,train
680,uid680,680,train
681,uid681,681,train
682,uid682,682,train
683,uid683,683,train
684,uid684,684,train
685,uid685,685,train
686,uid686,686,train
687,uid687,687,train
688,uid688,688,test
689,uid689,689,train
690,uid690,690,train
691,uid691,691,train
692,uid692,692,train
693,uid693,693,train
694,uid694,694,train
695,uid695,695,train
696,uid696,696,train
697,uid697,697,test
698,uid698,698,train
699,uid699,699,train
700,uid700,700,train
701,uid701,701,test
702,uid702,702,train
703,uid703,703,train
704,uid704,704,test
705,uid705,705,train
706,uid706,706,train
707,uid707,707,train
708,uid708,708,train
709,uid709,709,train
710,uid710,710,test
711,uid711,711,train
712,uid712,712,test
713,uid713,713,train
714,uid714,714,train
715,uid715,715,train
716,uid716,716,train
717,uid717,717,test
718,uid718,718,train
719,uid719,719,train
720,uid720,720,test
721,uid721,721,train
722,uid722,722,train
723,uid723,723,test
724,uid724,724,train
725,uid725,725,test
726,uid726,726,train
727,uid727,727,train
728,uid728,728,train
729,uid729,729,test
730,uid730,730,test
731,uid731,731,test
732,uid732,732,train
733,uid733,733,train
734,uid734,734,train
735,uid735,735,train
736,uid736,736,train
737,uid737,737,test
738,uid738,738,train
739,uid739,739,train
740,uid740,740,train
741,uid741,741,train
742,uid742,742,train
743,uid743,743,train
744,uid744,744,test
745,uid745,745,train
746,uid746,746,train
747,uid747,747,train
748,uid748,748,train
749,uid749,749,train
750,uid750,750,train
751,uid751,751,train
752,uid752,752,train
753,uid753,753,train
754,uid754,754,train
755,uid755,755,test
756,uid756,756,train
757,uid757,757,train
758,uid758,758,test
759,uid759,759,train
760,uid760,760,train
761,uid761,761,train
762,uid762,762,train
763,uid763,763,train
764,uid764,764,train
765,uid765,765,train
766,uid766,766,test
767,uid767,767,train
768,uid768,768,train
769,uid769,769,train
770,uid770,770,test
771,uid771,771,train
772,uid772,772,train
773,uid773,773,train
774,uid774,774,train
775,uid775,775,train
776,uid776,776,train
777,uid777,777,train
778,uid778,778,train
779,uid779,779,train
780,uid780,780,train
781,uid781,781,train
782,uid782,782,train
783,uid783,783,train
784,uid784,784,test
785,uid785,785,train
786,uid786,786,train
787,uid787,787,train
788,uid788,788,train
789,uid789,789,train
790,uid790,790,train
791,uid791,791,train
792,uid792,792,train
793,uid793,793,train
794,uid794,794,train
795,uid795,795,train
796,uid796,796,test
797,uid797,797,test
798,uid798,798,test
799,uid799,799,test
800,uid800,800,train
801,uid801,801,train
802,uid802,802,train
803,uid803,803,train
804,uid804,804,train
805,uid805,805,train
806,uid806,806,train
807,uid807,807,train
808,uid808,808,train
809,uid809,809,train
810,uid810,810,train
811,uid811,811,train
812,uid812,812,train
813,uid813,813,test
814,uid814,814,train
815,uid815,815,test
816,uid816,816,test
817,uid817,817,test
818,uid818,818,train
819,uid819,819,train
820,uid820,820,train
821,uid821,821,train
822,uid822,822,train
823,uid823,823,test
824,uid824,824,train
825,uid825,825,train
826,uid826,826,train
827,uid827,827,test
828,uid828,828,train
829,uid829,829,train
830,uid830,830,train
831,uid831,831,train
832,uid832,832,train
833,uid833,833,train
834,uid834,834,train
835,uid835,835,test
836,uid836,836,train
837,uid837,837,train
838,uid838,838,train
839,uid839,839,train
840,uid840,840,train
841,uid841,841,train
842,uid842,842,test
843,uid843,843,test
844,uid844,844,train
845,uid845,845,train
846,uid846,846,train
847,uid847,847,train
848,uid848,848,test
849,uid849,849,train
850,uid850,850,train
851,uid851,851,test
852,uid852,852,train
853,uid853,853,test
854,uid854,854,train
855,uid855,855,test
856,uid856,856,train
857,uid857,857,train
858,uid858,858,train
859,uid859,859,train
860,uid860,860,test
861,uid861,861,test
862,uid862,862,train
863,uid863,863,train
864,uid864,864,test
865,uid865,865,train
866,uid866,866,train
867,uid867,867,train
868,uid868,868,train
869,uid869,869,test
870,uid870,870,train
871,uid871,871,test
872,uid872,872,test
873,uid873,873,train
874,uid874,874,train
875,uid875,875,train
876,uid876,876,train
877,uid877,877,train
878,uid878,878,train
879,uid879,879,test
880,uid880,880,train
881,uid881,881,train
882,uid882,882,train
883,uid883,883,train
884,uid884,884,train
885,uid885,885,train
886,uid886,886,test
887,uid887,887,train
888,uid888,888,test
889,uid889,889,test
890,uid890,890,train
891,uid891,891,train
892,uid892,892,train
893,uid893,893,test
894,uid894,894,test
895,uid895,895,train
896,uid896,896,train
897,uid897,897,test
898,uid898,898,train
899,uid899,899,train
900,uid900,900,train
901,uid901,901,train
902,uid902,902,train
903,uid903,903,test
904,uid904,904,train
905,uid905,905,train
906,uid906,906,train
907,uid907,907,train
908,uid908,908,train
909,uid909,909,train
910,uid910,910,test
911,uid911,911,train
912,uid912,912,train
913,uid913,913,train
914,uid914,914,train
915,uid915,915,train
916,uid916,916,train
917,uid917,917,train
918,uid918,918,train
919,uid919,919,train
920,uid920,920,test
921,uid921,921,test
922,uid922,922,train
923,uid923,923,train
924,uid924,924,test
925,uid925,925,test
926,uid926,926,train
927,uid927,927,test
928,uid928,928,train
929,uid929,929,train
930,uid930,930,test
931,uid931,931,train
932,uid932,932,train
933,uid933,933,test
934,uid934,934,train
935,uid935,935,test
936,uid936,936,test
937,uid937,937,test
938,uid938,938,test
939,uid939,939,test
940,uid940,940,train
941,uid941,941,train
942,uid942,942,train
943,uid943,943,train
944,uid944,944,test
945,uid945,945,train
946,uid946,946,train
947,uid947,947,test
948,uid948,948,train
949,uid949,949,train
950,uid950,950,test
951,uid951,951,train
952,uid952,952,train
953,uid953,953,train
954,uid954,954,train
955,uid955,955,test
956,uid956,956,train
957,uid957,957,test
958,uid958,958,train
959,uid959,959,train
960,uid960,960,train
961,uid961,961,test
962,uid962,962,test
963,uid963,963,train
964,uid964,964,train
965,uid965,965,train
966,uid966,966,train
967,uid967,967,train
968,uid968,968,test
969,uid969,969,train
970,uid970,970,train
971,uid971,971,train
972,uid972,972,train
973,uid973,973,train
974,uid974,974,test
975,uid975,975,train
976,uid976,976,train
977,uid977,977,train
978,uid978,978,train
979,uid979,979,train
980,uid980,980,test
981,uid981,981,test
982,uid982,982,train
983,uid983,983,train
984,uid984,984,train
985,uid985,985,train
986,uid986,986,train
987,uid987,987,test
988,uid988,988,train
989,uid989,989,train
990,uid990,990,test
991,uid991,991,train
992,uid992,992,train
993,uid993,993,train
994,uid994,994,test
995,uid995,995,train
996,uid996,996,train
997,uid997,997,train
998,uid998,998,train
999,uid999,999,train
1000,uid1000,1000,train
1001,uid1001,1001,train
1002,uid1002,1002,test
1003,uid1003,1003,train
1004,uid1004,1004,test
1005,uid1005,1005,test
1006,uid1006,1006,train
1007,uid1007,1007,test
1008,uid1008,1008,train
1009,uid1009,1009,train
1010,uid1010,1010,train
1011,uid1011,1011,train
1012,uid1012,1012,train
1013,uid1013,1013,train
1014,uid1014,1014,train
1015,uid1015,1015,train
1016,uid1016,1016,train
1017,uid1017,1017,train
1018,uid1018,1018,test
1019,uid1019,1019,test
1020,uid1020,1020,test
1021,uid1021,1021,train
1022,uid1022,1022,train
1023,uid1023,1023,train
1024,uid1024,1024,train
1025,uid1025,1025,train
1026,uid1026,1026,test
1027,uid1027,1027,test
1028,uid1028,1028,train
1029,uid1029,1029,test
1030,uid1030,1030,train
1031,uid1031,1031,train
1032,uid1032,1032,train
1033,uid1033,1033,test
1034,uid1034,1034,train
1035,uid1035,1035,train
1036,uid1036,1036,train
1037,uid1037,1037,test
1038,uid1038,1038,train
1039,uid1039,1039,test
1040,uid1040,1040,train
1041,uid1041,1041,train
1042,uid1042,1042,train
1043,uid1043,1043,train
1044,uid1044,1044,train
1045,uid1045,1045,test
1046,uid1046,1046,train
1047,uid1047,1047,test
1048,uid1048,1048,test
1049,uid1049,1049,train
1050,uid1050,1050,test
1051,uid1051,1051,test
1052,uid1052,1052,train
1053,uid1053,1053,train
1054,uid1054,1054,train
1055,uid1055,1055,test
1056,uid1056,1056,train
1057,uid1057,1057,train
1058,uid1058,1058,test
1059,uid1059,1059,train
1060,uid1060,1060,test
1061,uid1061,1061,train
1062,uid1062,1062,train
1063,uid1063,1063,test
1064,uid1064,1064,test
1065,uid1065,1065,test
1066,uid1066,1066,train
1067,uid1067,1067,train
1068,uid1068,1068,train
1069,uid1069,1069,test
1070,uid1070,1070,test
1071,uid1071,1071,test
1072,uid1072,1072,train
1073,uid1073,1073,train
1074,uid1074,1074,test
1075,uid1075,1075,train
1076,uid1076,1076,train
1077,uid1077,1077,train
1078,uid1078,1078,train
1079,uid1079,1079,test
1080,uid1080,1080,train
1081,uid1081,1081,train
1082,uid1082,1082,train
1083,uid1083,1083,train
1084,uid1084,1084,train
1085,uid1085,1085,test
1086,uid1086,1086,test
1087,uid1087,1087,train
1088,uid1088,1088,train
1089,uid1089,1089,train
1090,uid1090,1090,train
1091,uid1091,1091,test
1092,uid1092,1092,train
1093,uid1093,1093,train
1094,uid1094,1094,train
1095,uid1095,1095,train
1096,uid1096,1096,train
1097,uid1097,1097,train
1098,uid1098,1098,train
1099,uid1099,1099,train
1100,uid1100,1100,train
1101,uid1101,1101,test
1102,uid1102,1102,test
1103,uid1103,1103,train
1104,uid1104,1104,train
1105,uid1105,1105,train
1106,uid1106,1106,train
1107,uid1107,1107,train
1108,uid1108,1108,train
1109,uid1109,1109,test
1110,uid1110,1110,train
1111,uid1111,1111,test
1112,uid1112,1112,train
1113,uid1113,1113,train
1114,uid1114,1114,test
1115,uid1115,1115,test
1116,uid1116,1116,test
1117,uid1117,1117,test
1118,uid1118,1118,train
1119,uid1119,1119,test
1120,uid1120,1120,test
1121,uid1121,1121,test
1122,uid1122,1122,test
1123,uid1123,1123,train
1124,uid1124,1124,train
1125,uid1125,1125,train
1126,uid1126,1126,train
1127,uid1127,1127,test
1128,uid1128,1128,train
1129,uid1129,1129,train
1130,uid1130,1130,train
1131,uid1131,1131,train
1132,uid1132,1132,test
1133,uid1133,1133,train
1134,uid1134,1134,train
1135,uid1135,1135,test
1136,uid1136,1136,train
1137,uid1137,1137,train
1138,uid1138,1138,train
1139,uid1139,1139,test
1140,uid1140,1140,train
1141,uid1141,1141,test
1142,uid1142,1142,test
1143,uid1143,1143,train
1144,uid1144,1144,train
1145,uid1145,1145,train
1146,uid1146,1146,test
1147,uid1147,1147,train
1148,uid1148,1148,train
1149,uid1149,1149,train
1150,uid1150,1150,train
1151,uid1151,1151,train
1152,uid1152,1152,train
1153,uid1153,1153,train
1154,uid1154,1154,train
1155,uid1155,1155,test
1156,uid1156,1156,train
1157,uid1157,1157,train
1158,uid1158,1158,train
1159,uid1159,1159,train
1160,uid1160,1160,test
1161,uid1161,1161,train
1162,uid1162,1162,train
1163,uid1163,1163,train
1164,uid1164,1164,train
1165,uid1165,1165,train
1166,uid1166,1166,train
1167,uid1167,1167,train
1168,uid1168,1168,train
1169,uid1169,1169,train
1170,uid1170,1170,test
1171,uid1171,1171,train
1172,uid1172,1172,test
1173,uid1173,1173,train
1174,uid1174,1174,train
1175,uid1175,1175,train
1176,uid1176,1176,test
1177,uid1177,1177,train
1178,uid1178,1178,test
1179,uid1179,1179,train
1180,uid1180,1180,train
1181,uid1181,1181,train
1182,uid1182,1182,test
1183,uid1183,1183,train
1184,uid1184,1184,train
1185,uid1185,1185,train
1186,uid1186,1186,train
1187,uid1187,1187,train
1188,uid1188,1188,train
1189,uid1189,1189,test
1190,uid1190,1190,train
1191,uid1191,1191,train
1192,uid1192,1192,train
1193,uid1193,1193,train
1194,uid1194,1194,test
1195,uid1195,1195,test
1196,uid1196,1196,train
1197,uid1197,1197,test
1198,uid1198,1198,train
1199,uid1199,1199,test
1200,uid1200,1200,test
1201,uid1201,1201,test
1202,uid1202,1202,train
1203,uid1203,1203,train
1204,uid1204,1204,test
1205,uid1205,1205,train
1206,uid1206,1206,train
1207,uid1207,1207,train
1208,uid1208,1208,train
1209,uid1209,1209,train
1210,uid1210,1210,test
1211,uid1211,1211,test
1212,uid1212,1212,train
1213,uid1213,1213,train
1214,uid1214,1214,train
1215,uid1215,1215,train
1216,uid1216,1216,train
1217,uid1217,1217,test
1218,uid1218,1218,train
1219,uid1219,1219,train
1220,uid1220,1220,train
1221,uid1221,1221,train
1222,uid1222,1222,train
1223,uid1223,1223,test
1224,uid1224,1224,test
1225,uid1225,1225,train
1226,uid1226,1226,train
1227,uid1227,1227,train
1228,uid1228,1228,train
1229,uid1229,1229,test
1230,uid1230,1230,test
1231,uid1231,1231,train
1232,uid1232,1232,train
1233,uid1233,1233,train
1234,uid1234,1234,train
1235,uid1235,1235,train
1236,uid1236,1236,train
1237,uid1237,1237,train
1238,uid1238,1238,test
1239,uid1239,1239,train
1240,uid1240,1240,train
1241,uid1241,1241,test
1242,uid1242,1242,train
1243,uid1243,1243,train
1244,uid1244,1244,train
1245,uid1245,1245,train
1246,uid1246,1246,train
1247,uid1247,1247,train
1248,uid1248,1248,test
1249,uid1249,1249,train
1250,uid1250,1250,train
1251,uid1251,1251,train
1252,uid1252,1252,train
1253,uid1253,1253,test
1254,uid1254,1254,train
1255,uid1255,1255,train
1256,uid1256,1256,train
1257,uid1257,1257,test
1258,uid1258,1258,test
1259,uid1259,1259,train
1260,uid1260,1260,train
1261,uid1261,1261,train
1262,uid1262,1262,train
1263,uid1263,1263,train
1264,uid1264,1264,test
1265,uid1265,1265,train
1266,uid1266,1266,train
1267,uid1267,1267,train
1268,uid1268,1268,train
1269,uid1269,1269,train
1270,uid1270,1270,train
1271,uid1271,1271,train
1272,uid1272,1272,test
1273,uid1273,1273,train
1274,uid1274,1274,test
1275,uid1275,1275,train
1276,uid1276,1276,train
1277,uid1277,1277,train
1278,uid1278,1278,train
1279,uid1279,1279,test
1280,uid1280,1280,train
1281,uid1281,1281,train
1282,uid1282,1282,train
1283,uid1283,1283,test
1284,uid1284,1284,train
1285,uid1285,1285,train
1286,uid1286,1286,train
1287,uid1287,1287,train
1288,uid1288,1288,train
1289,uid1289,1289,train
1290,uid1290,1290,train
1291,uid1291,1291,train
1292,uid1292,1292,train
1293,uid1293,1293,train
1294,uid1294,1294,train
1295,uid1295,1295,train
1296,uid1296,1296,train
1297,uid1297,1297,train
1298,uid1298,1298,train
1299,uid1299,1299,train
1300,uid1300,1300,test
1301,uid1301,1301,train
1302,uid1302,1302,train
1303,uid1303,1303,test
1304,uid1304,1304,train
