concept_index,entity_id,raw_concept_id,name,definition_source
213,kc213,213,加法拆数（指定个数）,llm:deepseek-chat
214,kc214,214,加法拆数（应用）,llm:deepseek-chat
215,kc215,215,给定个数分东西,llm:deepseek-chat
216,kc216,216,加法拆数（不完全相同数）,llm:deepseek-chat
217,kc217,217,拆数数字可重复,llm:deepseek-chat
218,kc218,218,排列数,llm:deepseek-chat
219,kc219,219,无限制,llm:deepseek-chat
220,kc220,220,加减法凑整综合,llm:deepseek-chat
221,kc221,221,明和明差,llm:deepseek-chat
222,kc222,222,排队问题,llm:deepseek-chat
223,kc223,223,加法原理里的其他类型,llm:deepseek-chat
224,kc224,224,简单的列方程解应用题,llm:deepseek-chat
225,kc225,225,平行四边形面积公式,llm:deepseek-chat
226,kc226,226,认识平行四边形的底、高,llm:deepseek-chat
227,kc227,227,公式法求平行四边形面积,llm:deepseek-chat
228,kc228,228,上升数（下降数）,llm:deepseek-chat
229,kc229,229,火柴棒摆数,llm:deepseek-chat
230,kc230,230,火柴棒摆算式,llm:deepseek-chat
231,kc231,231,减法竖式谜,llm:deepseek-chat
232,kc232,232,加法竖式谜,llm:deepseek-chat
233,kc233,233,乘法交换律,llm:deepseek-chat
234,kc234,234,整数乘法运算,llm:deepseek-chat
235,kc235,235,乘法结合律,llm:deepseek-chat
236,kc236,236,整数四则混合运算,llm:deepseek-chat
237,kc237,237,拆数法构造分配律,llm:deepseek-chat
238,kc238,238,不等变不等（给完还多）,llm:deepseek-chat
239,kc239,239,年龄差,llm:deepseek-chat
240,kc240,240,年龄轴,llm:deepseek-chat
241,kc241,241,长方形,llm:deepseek-chat
242,kc242,242,综合型转化,llm:deepseek-chat
243,kc243,243,物品搭配（有特殊要求）,llm:deepseek-chat
244,kc244,244,乘法原理,llm:deepseek-chat
245,kc245,245,排列的基本应用,llm:deepseek-chat
246,kc246,246,排列综合,llm:deepseek-chat
247,kc247,247,规则剪拼规则图形（无格）,llm:deepseek-chat
248,kc248,248,整数乘除混合运算,llm:deepseek-chat
249,kc249,249,普通型,llm:deepseek-chat
250,kc250,250,找规律型定义新运算,llm:deepseek-chat
251,kc251,251,高斯记号的基本运算,llm:deepseek-chat
252,kc252,252,等差数列求项数,llm:deepseek-chat
253,kc253,253,等差数列实际应用,llm:deepseek-chat
254,kc254,254,图形规律,llm:deepseek-chat
255,kc255,255,等差数列,llm:deepseek-chat
256,kc256,256,其他染色,llm:deepseek-chat
257,kc257,257,实心方阵基本问题,llm:deepseek-chat
258,kc258,258,实心方阵的增减,llm:deepseek-chat
259,kc259,259,方阵问题,llm:deepseek-chat
260,kc260,260,空心方阵基本问题,llm:deepseek-chat
261,kc261,261,空心方阵的增减,llm:deepseek-chat
262,kc262,262,淘汰赛,llm:deepseek-chat
263,kc263,263,单循环赛,llm:deepseek-chat
264,kc264,264,2-1-0 积分制,llm:deepseek-chat
265,kc265,265,多量和差问题,llm:deepseek-chat
266,kc266,266,除法中四量关系,llm:deepseek-chat
267,kc267,267,和倍问题,llm:deepseek-chat
268,kc268,268,知少求多,llm:deepseek-chat
269,kc269,269,整数系数二元一次方程组解应用题,llm:deepseek-chat
270,kc270,270,抄错数得出结果，求正确的,llm:deepseek-chat
271,kc271,271,时间中的周期问题,llm:deepseek-chat
272,kc272,272,归总问题,llm:deepseek-chat
273,kc273,273,隐藏条件,llm:deepseek-chat
274,kc274,274,腿倍型,llm:deepseek-chat
275,kc275,275,用分组法解决变形鸡兔同笼,llm:deepseek-chat
276,kc276,276,头倍型,llm:deepseek-chat
277,kc277,277,公式法,llm:deepseek-chat
278,kc278,278,公式法求相遇时间,llm:deepseek-chat
279,kc279,279,单人变速问题,llm:deepseek-chat
280,kc280,280,同时同地出发折返相遇,llm:deepseek-chat
281,kc281,281,任意四边形的一半模型,llm:deepseek-chat
282,kc282,282,两人相遇与追及问题,llm:deepseek-chat
283,kc283,283,和系整除特征,llm:deepseek-chat
284,kc284,284,多位数的加减运算,llm:deepseek-chat
285,kc285,285,多位数的乘法运算,llm:deepseek-chat
286,kc286,286,整数拆数法构造分配律,llm:deepseek-chat
287,kc287,287,整数拆补凑整,llm:deepseek-chat
288,kc288,288,位置关系,llm:deepseek-chat
289,kc289,289,翻杯子问题,llm:deepseek-chat
290,kc290,290,简单时间统筹问题,llm:deepseek-chat
291,kc291,291,各点不等价,llm:deepseek-chat
292,kc292,292,火车过人,llm:deepseek-chat
293,kc293,293,多人相遇追及问题,llm:deepseek-chat
294,kc294,294,物品代换,llm:deepseek-chat
295,kc295,295,已知两量之间几倍多（少）几和多份量，求一份量,llm:deepseek-chat
296,kc296,296,已知两量之间几倍多（少）几与一份量，求多份量,llm:deepseek-chat
297,kc297,297,方程基础,llm:deepseek-chat
298,kc298,298,以盈亏问题形式运用方程解应用题,llm:deepseek-chat
299,kc299,299,阶梯型标数法,llm:deepseek-chat
300,kc300,300,枚举所有可能的路线,llm:deepseek-chat
301,kc301,301,有序枚举,llm:deepseek-chat
302,kc302,302,五宫肯肯数独,llm:deepseek-chat
303,kc303,303,排列组合,llm:deepseek-chat
304,kc304,304,传球型递推,llm:deepseek-chat
305,kc305,305,容斥求平均数,llm:deepseek-chat
306,kc306,306,数字组数（可重复）,llm:deepseek-chat
307,kc307,307,周期问题,llm:deepseek-chat
308,kc308,308,除法应用,llm:deepseek-chat
309,kc309,309,单人工作运用公式求效率,llm:deepseek-chat
310,kc310,310,锯木头类型问题,llm:deepseek-chat
311,kc311,311,两端植树类型问题(段数小于等于10),llm:deepseek-chat
312,kc312,312,给几个数字通过枚举求出组成几位数的个数,llm:deepseek-chat
313,kc313,313,一般组数问题,llm:deepseek-chat
314,kc314,314,付钱方法枚举,llm:deepseek-chat
315,kc315,315,已知各个数，求平均数,llm:deepseek-chat
316,kc316,316,异分母分数加减法,llm:deepseek-chat
317,kc317,317,通分母,llm:deepseek-chat
318,kc318,318,整数乘法结合律,llm:deepseek-chat
319,kc319,319,整数利用积/商不变性质,llm:deepseek-chat
320,kc320,320,面积单位换算,llm:deepseek-chat
321,kc321,321,长度单位换算,llm:deepseek-chat
322,kc322,322,加法的实际应用,llm:deepseek-chat
323,kc323,323,二量和倍问题,llm:deepseek-chat
324,kc324,324,多量和倍问题,llm:deepseek-chat
325,kc325,325,两量差倍,llm:deepseek-chat
326,kc326,326,正方形周长公式,llm:deepseek-chat
327,kc327,327,计算模块,llm:deepseek-chat
328,kc328,328,时间中的周期,llm:deepseek-chat
329,kc329,329,求某日期是周几问题,llm:deepseek-chat
330,kc330,330,幻方数字关系,llm:deepseek-chat
331,kc331,331,选线计算型,llm:deepseek-chat
332,kc332,332,偶数阶幻方填法,llm:deepseek-chat
333,kc333,333,计算平均数,llm:deepseek-chat
334,kc334,334,组合模块,llm:deepseek-chat
335,kc335,335,多笔画运用,llm:deepseek-chat
336,kc336,336,变型题,llm:deepseek-chat
337,kc337,337,用假设法解决倒扣型鸡兔同笼,llm:deepseek-chat
338,kc338,338,几何模块,llm:deepseek-chat
339,kc339,339,用假设法解决变形鸡兔同笼,llm:deepseek-chat
340,kc340,340,小数的认识,llm:deepseek-chat
341,kc341,341,减法竖式,llm:deepseek-chat
342,kc342,342,加法竖式,llm:deepseek-chat
343,kc343,343,数、数位、数字的认识,llm:deepseek-chat
344,kc344,344,角的判断,llm:deepseek-chat
345,kc345,345,转化代换,llm:deepseek-chat
346,kc346,346,等量关系,llm:deepseek-chat
347,kc347,347,等量代换传递型,llm:deepseek-chat
348,kc348,348,代值运算,llm:deepseek-chat
349,kc349,349,字母表示数,llm:deepseek-chat
350,kc350,350,用字母表示数量关系(a+bx),llm:deepseek-chat
351,kc351,351,用字母表示数量关系（ax＋bx）,llm:deepseek-chat
352,kc352,352,盈盈问题,llm:deepseek-chat
353,kc353,353,乘法拆数,llm:deepseek-chat
354,kc354,354,乘法拆数（应用）,llm:deepseek-chat
355,kc355,355,整数拆分应用,llm:deepseek-chat
356,kc356,356,两边都填符号型,llm:deepseek-chat
357,kc357,357,加法拆数（无要求）,llm:deepseek-chat
358,kc358,358,提取公因数,llm:deepseek-chat
359,kc359,359,找暗和,llm:deepseek-chat
360,kc360,360,数形结合的实际应用,llm:deepseek-chat
361,kc361,361,公式法求三角形面积,llm:deepseek-chat
362,kc362,362,三角形面积,llm:deepseek-chat
363,kc363,363,带余除法,llm:deepseek-chat
364,kc364,364,余数和除数的关系,llm:deepseek-chat
365,kc365,365,周长定义,llm:deepseek-chat
366,kc366,366,已知边长求周长,llm:deepseek-chat
367,kc367,367,有特殊要求的组数问题,llm:deepseek-chat
368,kc368,368,找日历中的周期规律,llm:deepseek-chat
369,kc369,369,区分闰年和平年,llm:deepseek-chat
370,kc370,370,暗倍型二量差倍问题,llm:deepseek-chat
371,kc371,371,绘制统计表,llm:deepseek-chat
372,kc372,372,边长改变后长方形面积的计算,llm:deepseek-chat
373,kc373,373,公式求长方形面积,llm:deepseek-chat
374,kc374,374,多笔画变一笔画,llm:deepseek-chat
375,kc375,375,复式统计表,llm:deepseek-chat
376,kc376,376,总价=单价×数量,llm:deepseek-chat
377,kc377,377,加减法应用,llm:deepseek-chat
378,kc378,378,因数与倍数基础,llm:deepseek-chat
379,kc379,379,给运算方法和结果，求开始,llm:deepseek-chat
380,kc380,380,利用特殊角求角度,llm:deepseek-chat
381,kc381,381,数列规律,llm:deepseek-chat
382,kc382,382,小数点的移动规律,llm:deepseek-chat
383,kc383,383,小数点的移动,llm:deepseek-chat
384,kc384,384,元、角、分单位换算,llm:deepseek-chat
385,kc385,385,数与图结合找规律（多图）,llm:deepseek-chat
386,kc386,386,分类图形,llm:deepseek-chat
387,kc387,387,盈亏基本类型,llm:deepseek-chat
388,kc388,388,整数加减巧算之分组法,llm:deepseek-chat
389,kc389,389,整数基准数法,llm:deepseek-chat
390,kc390,390,整数减法性质,llm:deepseek-chat
391,kc391,391,两位数减整十数的口算,llm:deepseek-chat
392,kc392,392,组合数,llm:deepseek-chat
393,kc393,393,多数的最大公因数,llm:deepseek-chat
394,kc394,394,整体思想求面积,llm:deepseek-chat
395,kc395,395,图文减法竖式数字谜,llm:deepseek-chat
396,kc396,396,竖式数字谜,llm:deepseek-chat
397,kc397,397,整数拆补构造,llm:deepseek-chat
398,kc398,398,整数直接运用分配律,llm:deepseek-chat
399,kc399,399,直线、射线、线段分类,llm:deepseek-chat
400,kc400,400,线段、直线与射线认识,llm:deepseek-chat
401,kc401,401,明和暗差,llm:deepseek-chat
402,kc402,402,直线和交点,llm:deepseek-chat
403,kc403,403,数与图结合找规律（单图）,llm:deepseek-chat
404,kc404,404,空心方阵综合问题,llm:deepseek-chat
405,kc405,405,实心方阵综合问题,llm:deepseek-chat
406,kc406,406,非整百年闰年和平年的判断,llm:deepseek-chat
407,kc407,407,应用题模块,llm:deepseek-chat
