uid,entity_id,original_uid,split
393,uid393,393,train
394,uid394,394,train
395,uid395,395,train
396,uid396,396,test
397,uid397,397,test
398,uid398,398,train
399,uid399,399,test
400,uid400,400,train
401,uid401,401,train
402,uid402,402,train
403,uid403,403,train
404,uid404,404,train
405,uid405,405,train
406,uid406,406,train
407,uid407,407,train
408,uid408,408,train
409,uid409,409,test
410,uid410,410,train
411,uid411,411,train
412,uid412,412,train
413,uid413,413,train
414,uid414,414,train
415,uid415,415,train
416,uid416,416,test
417,uid417,417,train
418,uid418,418,train
419,uid419,419,test
420,uid420,420,train
421,uid421,421,test
422,uid422,422,train
423,uid423,423,train
424,uid424,424,test
425,uid425,425,test
426,uid426,426,test
427,uid427,427,train
428,uid428,428,train
429,uid429,429,train
430,uid430,430,train
431,uid431,431,test
432,uid432,432,train
433,uid433,433,train
434,uid434,434,train
435,uid435,435,train
436,uid436,436,train
437,uid437,437,test
438,uid438,438,train
439,uid439,439,train
440,uid440,440,train
441,uid441,441,train
442,uid442,442,train
443,uid443,443,train
444,uid444,444,train
445,uid445,445,train
446,uid446,446,test
447,uid447,447,train
448,uid448,448,test
449,uid449,449,test
450,uid450,450,train
451,uid451,451,train
452,uid452,452,train
453,uid453,453,train
454,uid454,454,train
455,uid455,455,train
456,uid456,456,train
457,uid457,457,train
458,uid458,458,train
459,uid459,459,train
460,uid460,460,train
461,uid461,461,train
462,uid462,462,train
463,uid463,463,train
464,uid464,464,test
465,uid465,465,train
466,uid466,466,train
467,uid467,467,train
468,uid468,468,train
469,uid469,469,train
470,uid470,470,train
471,uid471,471,train
472,uid472,472,test
473,uid473,473,train
474,uid474,474,train
475,uid475,475,test
476,uid476,476,test
477,uid477,477,test
478,uid478,478,train
479,uid479,479,test
480,uid480,480,train
481,uid481,481,test
482,uid482,482,train
483,uid483,483,train
484,uid484,484,test
485,uid485,485,train
486,uid486,486,train
487,uid487,487,train
488,uid488,488,train
489,uid489,489,train
490,uid490,490,train
491,uid491,491,train
492,uid492,492,train
493,uid493,493,test
494,uid494,494,train
495,uid495,495,train
496,uid496,496,train
497,uid497,497,train
498,uid498,498,train
499,uid499,499,test
500,uid500,500,train
501,uid501,501,train
502,uid502,502,train
503,uid503,503,train
504,uid504,504,train
505,uid505,505,test
506,uid506,506,train
507,uid507,507,test
508,uid508,508,train
509,uid509,509,train
510,uid510,510,test
511,uid511,511,train
512,uid512,512,train
513,uid513,513,train
514,uid514,514,train
515,uid515,515,train
516,uid516,516,test
517,uid517,517,test
518,uid518,518,train
519,uid519,519,train
520,uid520,520,train
521,uid521,521,train
522,uid522,522,train
523,uid523,523,train
524,uid524,524,train
525,uid525,525,train
526,uid526,526,train
527,uid527,527,test
528,uid528,528,train
529,uid529,529,train
530,uid530,530,test
531,uid531,531,test
532,uid532,532,train
533,uid533,533,train
534,uid534,534,train
535,uid535,535,train
536,uid536,536,test
537,uid537,537,train
538,uid538,538,train
539,uid539,539,test
540,uid540,540,train
541,uid541,541,train
542,uid542,542,train
543,uid543,543,train
544,uid544,544,test
545,uid545,545,test
546,uid546,546,train
547,uid547,547,train
548,uid548,548,train
549,uid549,549,train
550,uid550,550,train
551,uid551,551,train
552,uid552,552,train
553,uid553,553,train
554,uid554,554,train
555,uid555,555,train
556,uid556,556,test
557,uid557,557,test
558,uid558,558,train
559,uid559,559,train
560,uid560,560,train
561,uid561,561,train
562,uid562,562,train
563,uid563,563,train
564,uid564,564,train
565,uid565,565,train
566,uid566,566,train
567,uid567,567,train
568,uid568,568,train
569,uid569,569,train
570,uid570,570,train
571,uid571,571,train
572,uid572,572,train
573,uid573,573,test
574,uid574,574,train
575,uid575,575,test
576,uid576,576,train
577,uid577,577,train
578,uid578,578,test
579,uid579,579,train
580,uid580,580,train
581,uid581,581,test
582,uid582,582,train
583,uid583,583,test
584,uid584,584,train
585,uid585,585,train
586,uid586,586,train
587,uid587,587,train
588,uid588,588,train
589,uid589,589,train
590,uid590,590,train
591,uid591,591,train
592,uid592,592,test
593,uid593,593,test
594,uid594,594,test
595,uid595,595,train
596,uid596,596,train
597,uid597,597,test
598,uid598,598,train
599,uid599,599,train
600,uid600,600,train
601,uid601,601,train
602,uid602,602,train
603,uid603,603,train
604,uid604,604,train
605,uid605,605,train
606,uid606,606,train
607,uid607,607,train
608,uid608,608,test
609,uid609,609,test
610,uid610,610,train
611,uid611,611,train
612,uid612,612,train
613,uid613,613,train
614,uid614,614,train
615,uid615,615,train
616,uid616,616,test
617,uid617,617,train
618,uid618,618,test
619,uid619,619,train
620,uid620,620,train
621,uid621,621,test
622,uid622,622,train
623,uid623,623,train
624,uid624,624,train
625,uid625,625,train
626,uid626,626,train
627,uid627,627,train
628,uid628,628,test
629,uid629,629,test
630,uid630,630,test
631,uid631,631,train
632,uid632,632,test
633,uid633,633,train
634,uid634,634,test
635,uid635,635,train
636,uid636,636,train
637,uid637,637,train
638,uid638,638,test
639,uid639,639,test
640,uid640,640,train
641,uid641,641,train
642,uid642,642,train
643,uid643,643,test
644,uid644,644,train
645,uid645,645,train
646,uid646,646,test
647,uid647,647,train
648,uid648,648,test
649,uid649,649,test
650,uid650,650,test
651,uid651,651,test
652,uid652,652,train
653,uid653,653,train
654,uid654,654,train
655,uid655,655,train
656,uid656,656,train
657,uid657,657,train
658,uid658,658,train
659,uid659,659,train
660,uid660,660,test
661,uid661,661,train
662,uid662,662,train
663,uid663,663,train
664,uid664,664,train
665,uid665,665,train
666,uid666,666,train
667,uid667,667,train
668,uid668,668,test
669,uid669,669,train
670,uid670,670,train
671,uid671,671,train
672,uid672,672,train
673,uid673,673,train
674,uid674,674,train
675,uid675,675,train
676,uid676,676,train
677,uid677,677,test
678,uid678,678,train
679,uid679,679,test
680,uid680,680,train
681,uid681,681,train
682,uid682,682,train
683,uid683,683,train
684,uid684,684,train
685,uid685,685,train
686,uid686,686,train
687,uid687,687,train
688,uid688,688,train
689,uid689,689,test
690,uid690,690,train
691,uid691,691,train
692,uid692,692,train
693,uid693,693,train
694,uid694,694,test
695,uid695,695,train
696,uid696,696,train
697,uid697,697,train
698,uid698,698,train
699,uid699,699,train
700,uid700,700,test
701,uid701,701,train
702,uid702,702,train
703,uid703,703,test
704,uid704,704,train
705,uid705,705,test
706,uid706,706,train
707,uid707,707,train
708,uid708,708,train
709,uid709,709,train
710,uid710,710,train
711,uid711,711,test
712,uid712,712,test
713,uid713,713,train
714,uid714,714,train
715,uid715,715,test
716,uid716,716,train
717,uid717,717,train
718,uid718,718,train
719,uid719,719,test
720,uid720,720,test
721,uid721,721,train
722,uid722,722,test
723,uid723,723,train
724,uid724,724,train
725,uid725,725,test
726,uid726,726,test
727,uid727,727,train
728,uid728,728,train
729,uid729,729,test
730,uid730,730,train
731,uid731,731,train
732,uid732,732,train
733,uid733,733,test
734,uid734,734,train
735,uid735,735,train
736,uid736,736,train
737,uid737,737,test
738,uid738,738,train
739,uid739,739,test
740,uid740,740,test
741,uid741,741,train
742,uid742,742,test
743,uid743,743,train
744,uid744,744,train
745,uid745,745,test
746,uid746,746,train
747,uid747,747,train
748,uid748,748,test
749,uid749,749,train
750,uid750,750,train
751,uid751,751,train
752,uid752,752,test
753,uid753,753,test
754,uid754,754,test
755,uid755,755,train
756,uid756,756,train
757,uid757,757,train
758,uid758,758,train
759,uid759,759,test
760,uid760,760,train
761,uid761,761,test
762,uid762,762,train
763,uid763,763,train
764,uid764,764,test
765,uid765,765,train
766,uid766,766,train
767,uid767,767,test
768,uid768,768,test
769,uid769,769,train
770,uid770,770,test
771,uid771,771,train
772,uid772,772,train
773,uid773,773,train
774,uid774,774,train
775,uid775,775,test
776,uid776,776,test
777,uid777,777,train
778,uid778,778,train
779,uid779,779,train
780,uid780,780,test
781,uid781,781,test
782,uid782,782,train
783,uid783,783,train
784,uid784,784,train
785,uid785,785,train
786,uid786,786,test
787,uid787,787,train
788,uid788,788,train
789,uid789,789,test
790,uid790,790,test
791,uid791,791,train
792,uid792,792,test
793,uid793,793,train
794,uid794,794,train
795,uid795,795,train
796,uid796,796,train
797,uid797,797,train
798,uid798,798,test
799,uid799,799,test
800,uid800,800,train
801,uid801,801,train
802,uid802,802,test
803,uid803,803,train
804,uid804,804,train
805,uid805,805,train
806,uid806,806,test
807,uid807,807,train
808,uid808,808,train
809,uid809,809,train
810,uid810,810,train
811,uid811,811,test
812,uid812,812,test
813,uid813,813,train
814,uid814,814,train
815,uid815,815,train
816,uid816,816,train
817,uid817,817,train
818,uid818,818,train
819,uid819,819,train
820,uid820,820,train
821,uid821,821,train
822,uid822,822,train
823,uid823,823,test
824,uid824,824,train
825,uid825,825,train
826,uid826,826,train
827,uid827,827,train
828,uid828,828,train
829,uid829,829,train
830,uid830,830,train
831,uid831,831,train
832,uid832,832,test
833,uid833,833,test
834,uid834,834,train
835,uid835,835,train
836,uid836,836,train
837,uid837,837,test
838,uid838,838,train
839,uid839,839,train
840,uid840,840,test
841,uid841,841,train
842,uid842,842,train
843,uid843,843,train
844,uid844,844,train
845,uid845,845,test
846,uid846,846,train
847,uid847,847,train
848,uid848,848,train
849,uid849,849,train
850,uid850,850,train
851,uid851,851,test
852,uid852,852,train
853,uid853,853,train
854,uid854,854,train
855,uid855,855,train
856,uid856,856,train
857,uid857,857,train
858,uid858,858,train
859,uid859,859,train
860,uid860,860,train
861,uid861,861,train
862,uid862,862,test
863,uid863,863,train
864,uid864,864,train
865,uid865,865,train
866,uid866,866,train
867,uid867,867,test
868,uid868,868,train
869,uid869,869,train
870,uid870,870,test
871,uid871,871,train
872,uid872,872,train
873,uid873,873,train
874,uid874,874,train
875,uid875,875,train
876,uid876,876,train
877,uid877,877,train
878,uid878,878,train
879,uid879,879,train
880,uid880,880,train
881,uid881,881,train
882,uid882,882,train
883,uid883,883,test
884,uid884,884,train
885,uid885,885,train
886,uid886,886,train
887,uid887,887,test
888,uid888,888,test
889,uid889,889,train
890,uid890,890,train
891,uid891,891,train
892,uid892,892,test
893,uid893,893,test
894,uid894,894,train
895,uid895,895,train
896,uid896,896,train
897,uid897,897,train
898,uid898,898,train
899,uid899,899,train
900,uid900,900,test
901,uid901,901,train
902,uid902,902,train
903,uid903,903,test
904,uid904,904,train
905,uid905,905,train
906,uid906,906,test
907,uid907,907,test
908,uid908,908,test
909,uid909,909,train
910,uid910,910,test
911,uid911,911,train
912,uid912,912,test
913,uid913,913,test
914,uid914,914,train
915,uid915,915,train
916,uid916,916,train
917,uid917,917,test
918,uid918,918,train
919,uid919,919,train
920,uid920,920,train
921,uid921,921,train
922,uid922,922,train
923,uid923,923,train
924,uid924,924,train
925,uid925,925,train
926,uid926,926,train
927,uid927,927,train
928,uid928,928,train
929,uid929,929,test
930,uid930,930,train
931,uid931,931,test
932,uid932,932,test
933,uid933,933,test
934,uid934,934,train
