uid,entity_id,original_uid,question,entity_exercise_id,original_question,concepts,response,timestamp,sequence_order,split
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,168,ex168,_m2_assess || q1_point5i1 UpdateComboBox,41,0,2011/9/21 17:35,13,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,176,ex176,_m2_assess || q1_point7i3 UpdateComboBox,80,1,2011/9/21 17:35,14,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,161,ex161,_m2_assess || q1_point2i3 UpdateComboBox,86,0,2011/9/21 17:35,15,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,169,ex169,_m2_assess || q1_point5i2 UpdateComboBox,34,1,2011/9/21 17:35,16,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,162,ex162,_m2_assess || q1_point3i1 UpdateComboBox,41,1,2011/9/21 17:35,17,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,170,ex170,_m2_assess || q1_point5i3 UpdateComboBox,34,0,2011/9/21 17:35,18,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,163,ex163,_m2_assess || q1_point3i2 UpdateComboBox,34,0,2011/9/21 17:35,19,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,171,ex171,_m2_assess || q1_point6i1 UpdateComboBox,41,0,2011/9/21 17:35,20,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,286,ex286,tutor_03_01 || q1_i1 UpdateRadioButton,16,1,2011/9/21 17:49,21,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,287,ex287,tutor_03_01 || q2_i1 UpdateRadioButton,16,1,2011/9/21 17:49,22,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,288,ex288,tutor_03_01 || q3_i1 UpdateRadioButton,16,1,2011/9/21 17:49,23,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,289,ex289,tutor_03_02 || q1_i1 UpdateRadioButton,16,1,2011/9/21 17:49,24,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,290,ex290,tutor_03_02 || q2_i1 UpdateRadioButton,16,0,2011/9/21 17:50,25,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,291,ex291,tutor_03_02 || q3_i1 UpdateRadioButton,16,1,2011/9/21 17:50,26,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,292,ex292,tutor_03_03 || q1_A UpdateRadioButton,58,0,2011/9/21 17:52,27,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,293,ex293,tutor_03_03 || q2_A UpdateRadioButton,58,1,2011/9/21 17:53,28,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,294,ex294,tutor_03_04 || q1_i1 UpdateRadioButton,58,1,2011/9/21 17:53,29,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,295,ex295,tutor_03_05 || q1_A UpdateRadioButton,88,1,2011/9/21 17:58,30,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,296,ex296,tutor_03_06 || q1_A UpdateRadioButton,88,1,2011/9/21 17:58,31,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,297,ex297,tutor_03_07 || q1_A UpdateRadioButton,88,1,2011/9/21 17:58,32,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,298,ex298,tutor_03_08 || q1_A UpdateRadioButton,88,1,2011/9/21 17:59,33,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,299,ex299,tutor_03_09 || q1_A UpdateRadioButton,88,1,2011/9/21 17:59,34,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,300,ex300,tutor_03_10 || q1_A UpdateRadioButton,88,0,2011/9/21 17:59,35,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,301,ex301,tutor_03_11 || q1_q1-input UpdateRadioButton,21,0,2011/9/21 18:01,36,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,302,ex302,tutor_03_11 || q2_q2-input UpdateRadioButton,93,0,2011/9/21 18:01,37,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,303,ex303,tutor_03_11 || q3_q3-input UpdateRadioButton,88,1,2011/9/21 18:02,38,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,304,ex304,tutor_03_11 || q4_q4-input UpdateRadioButton,56,0,2011/9/21 18:02,39,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,305,ex305,tutor_03_12 || q1_q1-input UpdateRadioButton,21,0,2011/9/21 18:03,40,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,306,ex306,tutor_03_12 || q2_q2-input UpdateRadioButton,93,0,2011/9/21 18:03,41,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,307,ex307,tutor_03_12 || q3_q3-input UpdateRadioButton,88,1,2011/9/21 18:03,42,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,308,ex308,tutor_03_12 || q4_q4-input UpdateRadioButton,56,1,2011/9/21 18:03,43,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,309,ex309,tutor_03_13 || q1_q1-input UpdateRadioButton,21,1,2011/9/21 18:03,44,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,310,ex310,tutor_03_13 || q2_q2-input UpdateRadioButton,93,0,2011/9/21 18:03,45,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,311,ex311,tutor_03_13 || q3_q3-input UpdateRadioButton,88,0,2011/9/21 18:04,46,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,312,ex312,tutor_03_13 || q4_q4-input UpdateRadioButton,56,1,2011/9/21 18:04,47,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,313,ex313,tutor_03_14 || q1_q1-input UpdateRadioButton,21,0,2011/9/21 18:04,48,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,314,ex314,tutor_03_14 || q2_q2-input UpdateRadioButton,93,0,2011/9/21 18:04,49,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,315,ex315,tutor_03_15 || q1_q1-input UpdateRadioButton,21,0,2011/9/21 18:04,50,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,316,ex316,tutor_03_15 || q2_q2-input UpdateRadioButton,93,1,2011/9/21 18:04,51,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,317,ex317,tutor_03_15 || q3_q3-input UpdateRadioButton,88,1,2011/9/21 18:05,52,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,318,ex318,tutor_03_15 || q4_q4-input UpdateRadioButton,56,0,2011/9/21 18:05,53,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,177,ex177,_m3_assess || q1_i1 UpdateComboBox,58,1,2011/9/21 18:10,54,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,189,ex189,_m3_assess || q9_i1 UpdateComboBox,56,0,2011/9/21 18:10,55,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,178,ex178,_m3_assess || q1_i2 UpdateComboBox,58,0,2011/9/21 18:10,56,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,179,ex179,_m3_assess || q1_i3 UpdateComboBox,58,1,2011/9/21 18:10,57,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,180,ex180,_m3_assess || q2_i1 UpdateCheckbox,89,0,2011/9/21 18:10,58,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,184,ex184,_m3_assess || q4_i1 UpdateNumberField,21,0,2011/9/21 18:10,59,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,181,ex181,_m3_assess || q2_i2 UpdateCheckbox,89,1,2011/9/21 18:10,60,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,185,ex185,_m3_assess || q5_i1 UpdateComboBox,88,1,2011/9/21 18:10,61,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,182,ex182,_m3_assess || q2_i3 UpdateCheckbox,89,1,2011/9/21 18:10,62,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,186,ex186,_m3_assess || q6_i1 UpdateComboBox,56,0,2011/9/21 18:10,63,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,183,ex183,_m3_assess || q2_i4 UpdateCheckbox,89,0,2011/9/21 18:10,64,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,187,ex187,_m3_assess || q7_i1 UpdateNumberField,21,0,2011/9/21 18:10,65,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,188,ex188,_m3_assess || q8_i1 UpdateComboBox,88,1,2011/9/21 18:10,66,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,89,ex89,_m1_tutor1 || q1_A UpdateRadioButton,41,1,2011/9/26 7:10,67,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,90,ex90,_m1_tutor1 || q2_A UpdateRadioButton,41,1,2011/9/26 7:10,68,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,92,ex92,_m1_tutor1 || q4_A UpdateRadioButton,41,1,2011/9/26 7:10,69,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,91,ex91,_m1_tutor1 || q3_A UpdateRadioButton,41,1,2011/9/26 7:10,70,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,93,ex93,_m1_tutor1 || q5_A UpdateRadioButton,41,1,2011/9/26 7:10,71,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,142,ex142,_m1_tutor5 || q1_A UpdateShortAnswer,80,1,2011/9/26 7:13,72,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,98,ex98,_m1_tutor11 || q1_i1 UpdateHotspotSingle,2,1,2011/9/26 7:15,73,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,99,ex99,_m1_tutor11 || q2_i1 UpdateHotspotSingle,79,0,2011/9/26 7:15,74,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,101,ex101,_m1_tutor11 || q4_i1 UpdateHotspotSingle,79,1,2011/9/26 7:15,75,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,102,ex102,_m1_tutor12 || q1_i1 UpdateHotspotSingle,2,0,2011/9/26 7:15,76,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,103,ex103,_m1_tutor12 || q2_i1 UpdateHotspotSingle,79,0,2011/9/26 7:16,77,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,105,ex105,_m1_tutor12 || q4_i1 UpdateHotspotSingle,79,0,2011/9/26 7:16,78,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,106,ex106,_m1_tutor13 || q1_i1 UpdateHotspotSingle,2,1,2011/9/26 7:17,79,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,107,ex107,_m1_tutor13 || q2_i1 UpdateHotspotSingle,86,0,2011/9/26 7:17,80,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,109,ex109,_m1_tutor13 || q4_i1 UpdateHotspotSingle,86,1,2011/9/26 7:17,81,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,110,ex110,_m1_tutor14 || q1_i1 UpdateHotspotSingle,2,0,2011/9/26 7:17,82,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,111,ex111,_m1_tutor14 || q2_i1 UpdateHotspotSingle,86,0,2011/9/26 7:18,83,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,113,ex113,_m1_tutor14 || q4_i1 UpdateHotspotSingle,86,1,2011/9/26 7:18,84,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,75,ex75,_m1_assess || q1_point UpdateHotspotSingle,79,1,2011/9/26 7:22,85,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,80,ex80,_m1_assess || q3_label UpdateHotspotSingle,43,1,2011/9/26 7:22,86,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,76,ex76,_m1_assess || q1_sense UpdateHotspotSingle,79,1,2011/9/26 7:22,87,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,84,ex84,_m1_assess || q4_point UpdateHotspotSingle,41,1,2011/9/26 7:22,88,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,74,ex74,_m1_assess || q1_label UpdateHotspotSingle,43,1,2011/9/26 7:22,89,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,85,ex85,_m1_assess || q4_sense UpdateHotspotSingle,41,1,2011/9/26 7:22,90,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,78,ex78,_m1_assess || q2_point UpdateHotspotSingle,86,1,2011/9/26 7:22,91,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,83,ex83,_m1_assess || q4_label UpdateHotspotSingle,41,1,2011/9/26 7:22,92,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,79,ex79,_m1_assess || q2_sense UpdateHotspotSingle,86,1,2011/9/26 7:22,93,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,87,ex87,_m1_assess || q5_point UpdateHotspotSingle,80,1,2011/9/26 7:22,94,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,77,ex77,_m1_assess || q2_label UpdateHotspotSingle,43,1,2011/9/26 7:22,95,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,88,ex88,_m1_assess || q5_sense UpdateHotspotSingle,80,1,2011/9/26 7:22,96,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,81,ex81,_m1_assess || q3_point UpdateHotspotSingle,86,0,2011/9/26 7:22,97,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,86,ex86,_m1_assess || q5_label UpdateHotspotSingle,43,1,2011/9/26 7:22,98,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,82,ex82,_m1_assess || q3_sense UpdateHotspotSingle,86,0,2011/9/26 7:22,99,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,319,ex319,tutor_04_01 || q1_A UpdateComboBox,87,0,2011/9/26 7:26,100,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,320,ex320,tutor_04_01 || q2_B UpdateComboBox,87,1,2011/9/26 7:26,101,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,338,ex338,tutor_04_08 || q4_D UpdateComboBox,56,1,2011/9/26 7:27,102,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,335,ex335,tutor_04_08 || q1_A UpdateNumberField,88,0,2011/9/26 7:27,103,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,336,ex336,tutor_04_08 || q2_B UpdateNumberField,88,0,2011/9/26 7:28,104,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,337,ex337,tutor_04_08 || q3_C UpdateNumberField,93,0,2011/9/26 7:29,105,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,343,ex343,tutor_04_10 || q1_A UpdateComboBox,50,0,2011/9/26 7:30,106,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,344,ex344,tutor_04_10 || q2_B UpdateComboBox,88,1,2011/9/26 7:30,107,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,345,ex345,tutor_04_10 || q3_C UpdateComboBox,57,0,2011/9/26 7:30,108,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,346,ex346,tutor_04_10 || q3_D UpdateComboBox,21,1,2011/9/26 7:30,109,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,347,ex347,tutor_04_10 || q3_E UpdateComboBox,57,1,2011/9/26 7:30,110,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,348,ex348,tutor_04_10 || q3_F UpdateComboBox,21,1,2011/9/26 7:30,111,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,349,ex349,tutor_04_10 || q3_G UpdateComboBox,57,1,2011/9/26 7:31,112,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,350,ex350,tutor_04_10 || q3_H UpdateComboBox,21,1,2011/9/26 7:31,113,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,354,ex354,tutor_04_13 || q1_A UpdateComboBox,57,1,2011/9/26 7:34,114,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,355,ex355,tutor_04_13 || q1_B UpdateComboBox,87,1,2011/9/26 7:35,115,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,356,ex356,tutor_04_13 || q1_C UpdateComboBox,21,0,2011/9/26 7:35,116,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,357,ex357,tutor_04_13 || q2_D UpdateComboBox,57,0,2011/9/26 7:35,117,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,358,ex358,tutor_04_13 || q2_E UpdateComboBox,87,1,2011/9/26 7:35,118,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,359,ex359,tutor_04_13 || q2_F UpdateComboBox,21,0,2011/9/26 7:35,119,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,366,ex366,tutor_05_01 || q1_q1-input UpdateComboBox,94,0,2011/9/26 7:38,120,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,383,ex383,tutor_05_03 || q1_i1 UpdateComboBox,6,1,2011/9/26 7:40,121,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,384,ex384,tutor_05_03 || q2_i2 UpdateHotspotSingle,80,0,2011/9/26 7:40,122,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,385,ex385,tutor_05_03 || q3_i3 UpdateHotspotSingle,79,1,2011/9/26 7:40,123,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,386,ex386,tutor_05_03 || q4_i4 UpdateHotspotSingle,93,1,2011/9/26 7:40,124,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,387,ex387,tutor_05_03 || q5_i5 UpdateComboBox,69,1,2011/9/26 7:40,125,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,388,ex388,tutor_05_03 || q6_i6 UpdateComboBox,68,1,2011/9/26 7:40,126,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,389,ex389,tutor_05_03 || q7_i7 UpdateComboBox,8,1,2011/9/26 7:40,127,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,390,ex390,tutor_05_03 || q8_i8 UpdateComboBox,9,0,2011/9/26 7:40,128,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,369,ex369,tutor_05_03 || q10_A UpdateComboBox,87,0,2011/9/26 7:41,129,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,370,ex370,tutor_05_03 || q10_B UpdateComboBox,87,1,2011/9/26 7:41,130,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,371,ex371,tutor_05_03 || q10_C UpdateComboBox,87,1,2011/9/26 7:41,131,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,372,ex372,tutor_05_03 || q10_D UpdateComboBox,87,0,2011/9/26 7:41,132,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,373,ex373,tutor_05_03 || q10_E UpdateComboBox,87,0,2011/9/26 7:41,133,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,374,ex374,tutor_05_03 || q10_F UpdateComboBox,87,0,2011/9/26 7:41,134,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,375,ex375,tutor_05_03 || q11_G UpdateComboBox,93,0,2011/9/26 7:42,135,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,321,ex321,tutor_04_02 || q1_A UpdateNumberField,87,0,2011/9/27 17:11,136,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,321,ex321,tutor_04_02 || q1_A UpdateNumberField,87,0,2011/9/27 17:11,137,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,321,ex321,tutor_04_02 || q1_A UpdateNumberField,87,0,2011/9/27 17:12,138,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,321,ex321,tutor_04_02 || q1_A UpdateNumberField,87,0,2011/9/27 17:13,139,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,321,ex321,tutor_04_02 || q1_A UpdateNumberField,87,0,2011/9/27 17:14,140,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,322,ex322,tutor_04_02 || q2_B UpdateNumberField,87,0,2011/9/27 17:14,141,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,322,ex322,tutor_04_02 || q2_B UpdateNumberField,87,0,2011/9/27 17:14,142,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,322,ex322,tutor_04_02 || q2_B UpdateNumberField,87,0,2011/9/27 17:14,143,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,322,ex322,tutor_04_02 || q2_B UpdateNumberField,87,0,2011/9/27 17:14,144,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,322,ex322,tutor_04_02 || q2_B UpdateNumberField,87,0,2011/9/27 17:15,145,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,321,ex321,tutor_04_02 || q1_A UpdateNumberField,87,0,2011/9/27 17:17,146,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,322,ex322,tutor_04_02 || q2_B UpdateNumberField,87,1,2011/9/27 17:17,147,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,327,ex327,tutor_04_05 || q1_A UpdateComboBox,93,0,2011/9/27 17:22,148,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,328,ex328,tutor_04_05 || q1_B UpdateComboBox,93,0,2011/9/27 17:22,149,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,329,ex329,tutor_04_05 || q1_C UpdateComboBox,93,0,2011/9/27 17:23,150,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,330,ex330,tutor_04_05 || q1_D UpdateComboBox,93,1,2011/9/27 17:23,151,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,331,ex331,tutor_04_05 || q2_E UpdateRadioButton,20,0,2011/9/27 17:24,152,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,332,ex332,tutor_04_05 || q3_F UpdateRadioButton,18,0,2011/9/27 17:24,153,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,194,ex194,_m4_assess || q2_i1 UpdateNumberField,20,0,2011/9/27 17:53,154,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,196,ex196,_m4_assess || q4_direction UpdateHotspotSingle,18,0,2011/9/27 17:53,155,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,190,ex190,_m4_assess || q1_i1 UpdateNumberField,87,0,2011/9/27 17:53,156,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,191,ex191,_m4_assess || q1_i2 UpdateNumberField,87,0,2011/9/27 17:53,157,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,192,ex192,_m4_assess || q1_i3 UpdateNumberField,87,0,2011/9/27 17:53,158,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,193,ex193,_m4_assess || q1_i4 UpdateNumberField,87,0,2011/9/27 17:53,159,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,198,ex198,_m4_assess || q6_i1 UpdateComboBox,56,1,2011/9/27 17:54,160,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,199,ex199,_m4_assess || q7_i1 UpdateNumberField,87,0,2011/9/27 17:54,161,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,201,ex201,_m4_assess || q9_i1 UpdateComboBox,57,1,2011/9/27 17:54,162,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,367,ex367,tutor_05_01 || q2_q2-input UpdateComboBox,94,1,2011/9/27 18:08,163,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,384,ex384,tutor_05_03 || q2_i2 UpdateHotspotSingle,80,1,2011/9/27 18:20,164,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,385,ex385,tutor_05_03 || q3_i3 UpdateHotspotSingle,79,1,2011/9/27 18:20,165,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,389,ex389,tutor_05_03 || q7_i7 UpdateComboBox,8,0,2011/9/27 18:20,166,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,391,ex391,tutor_05_03 || q9_A UpdateShortAnswer,93,1,2011/9/27 18:21,167,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,376,ex376,tutor_05_03 || q12_H UpdateComboBox,87,1,2011/9/27 18:21,168,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,377,ex377,tutor_05_03 || q12_I UpdateComboBox,87,0,2011/9/27 18:21,169,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,378,ex378,tutor_05_03 || q12_J UpdateComboBox,87,1,2011/9/27 18:22,170,train
0,uid0,Stu_00b2b35fd027e7891e8a1a527125dd65,379,ex379,tutor_05_03 || q12_K UpdateComboBox,87,1,2011/9/27 18:22,171,train
