exercise_index,entity_id,original_question_id
128,ex128,_m1_tutor19 || q2_i1 UpdateHotspotSingle
129,ex129,_m1_tutor19 || q3_i1 UpdateHotspotSingle
130,ex130,_m1_tutor19 || q4_i1 UpdateHotspotSingle
131,ex131,_m1_tutor2 || q1_A UpdateRadioButton
132,ex132,_m1_tutor2 || q2_A UpdateRadioButton
133,ex133,_m1_tutor2 || q3_A UpdateRadioButton
134,ex134,_m1_tutor2 || q4_A UpdateRadioButton
135,ex135,_m1_tutor2 || q5_A UpdateRadioButton
136,ex136,_m1_tutor2 || q6_A UpdateRadioButton
137,ex137,_m1_tutor3 || q1_A UpdateShortAnswer
138,ex138,_m1_tutor4 || q1_i1 UpdateHotspotSingle
139,ex139,_m1_tutor4 || q2_i1 UpdateHotspotSingle
140,ex140,_m1_tutor4 || q3_i1 UpdateHotspotSingle
141,ex141,_m1_tutor4 || q4_i1 UpdateHotspotSingle
142,ex142,_m1_tutor5 || q1_A UpdateShortAnswer
143,ex143,_m1_tutor6 || q1_A UpdateShortAnswer
144,ex144,_m1_tutor7 || q1_A UpdateShortAnswer
145,ex145,_m1_tutor8 || q1_A UpdateShortAnswer
146,ex146,_m1_tutor9 || q1_i1 UpdateHotspotSingle
147,ex147,_m1_tutor9 || q2_i1 UpdateHotspotSingle
148,ex148,_m1_tutor9 || q3_i1 UpdateHotspotSingle
149,ex149,_m1_tutor9 || q4_i1 UpdateHotspotSingle
150,ex150,_m20_assess || q1_A UpdateRadioButton
151,ex151,_m20_assess || q2_B UpdateNumberField
152,ex152,_m20_assess || q3_C UpdateNumberField
153,ex153,_m20_assess || q4_D UpdateComboBox
154,ex154,_m21_assess || q1_A UpdateComboBox
155,ex155,_m21_assess || q2_B UpdateComboBox
156,ex156,_m2_assess || q1_point1i1 UpdateComboBox
157,ex157,_m2_assess || q1_point1i2 UpdateComboBox
158,ex158,_m2_assess || q1_point1i3 UpdateComboBox
159,ex159,_m2_assess || q1_point2i1 UpdateComboBox
160,ex160,_m2_assess || q1_point2i2 UpdateComboBox
161,ex161,_m2_assess || q1_point2i3 UpdateComboBox
162,ex162,_m2_assess || q1_point3i1 UpdateComboBox
163,ex163,_m2_assess || q1_point3i2 UpdateComboBox
164,ex164,_m2_assess || q1_point3i3 UpdateComboBox
165,ex165,_m2_assess || q1_point4i1 UpdateComboBox
166,ex166,_m2_assess || q1_point4i2 UpdateComboBox
167,ex167,_m2_assess || q1_point4i3 UpdateComboBox
168,ex168,_m2_assess || q1_point5i1 UpdateComboBox
169,ex169,_m2_assess || q1_point5i2 UpdateComboBox
170,ex170,_m2_assess || q1_point5i3 UpdateComboBox
171,ex171,_m2_assess || q1_point6i1 UpdateComboBox
172,ex172,_m2_assess || q1_point6i2 UpdateComboBox
173,ex173,_m2_assess || q1_point6i3 UpdateComboBox
174,ex174,_m2_assess || q1_point7i1 UpdateComboBox
175,ex175,_m2_assess || q1_point7i2 UpdateComboBox
176,ex176,_m2_assess || q1_point7i3 UpdateComboBox
177,ex177,_m3_assess || q1_i1 UpdateComboBox
178,ex178,_m3_assess || q1_i2 UpdateComboBox
179,ex179,_m3_assess || q1_i3 UpdateComboBox
180,ex180,_m3_assess || q2_i1 UpdateCheckbox
181,ex181,_m3_assess || q2_i2 UpdateCheckbox
182,ex182,_m3_assess || q2_i3 UpdateCheckbox
183,ex183,_m3_assess || q2_i4 UpdateCheckbox
184,ex184,_m3_assess || q4_i1 UpdateNumberField
185,ex185,_m3_assess || q5_i1 UpdateComboBox
186,ex186,_m3_assess || q6_i1 UpdateComboBox
187,ex187,_m3_assess || q7_i1 UpdateNumberField
188,ex188,_m3_assess || q8_i1 UpdateComboBox
189,ex189,_m3_assess || q9_i1 UpdateComboBox
190,ex190,_m4_assess || q1_i1 UpdateNumberField
191,ex191,_m4_assess || q1_i2 UpdateNumberField
192,ex192,_m4_assess || q1_i3 UpdateNumberField
193,ex193,_m4_assess || q1_i4 UpdateNumberField
194,ex194,_m4_assess || q2_i1 UpdateNumberField
195,ex195,_m4_assess || q3_i1 UpdateNumberField
196,ex196,_m4_assess || q4_direction UpdateHotspotSingle
197,ex197,_m4_assess || q5_i1 UpdateNumberField
198,ex198,_m4_assess || q6_i1 UpdateComboBox
199,ex199,_m4_assess || q7_i1 UpdateNumberField
200,ex200,_m4_assess || q8_i1 UpdateNumberField
201,ex201,_m4_assess || q9_i1 UpdateComboBox
202,ex202,_m5_assess || q1_i1 UpdateNumberField
203,ex203,_m5_assess || q1_i2 UpdateNumberField
204,ex204,_m5_assess || q2_i1 UpdateNumberField
205,ex205,_m5_assess || q2_i2 UpdateNumberField
206,ex206,_m5_assess || q2_i3 UpdateNumberField
207,ex207,_m5_assess || q2_i4 UpdateNumberField
208,ex208,_m5_assess || q2_i5 UpdateNumberField
209,ex209,_m5_assess || q3_i1 UpdateNumberField
210,ex210,_m5_assess || q3_i2 UpdateNumberField
211,ex211,_m5_assess || q3_i3 UpdateNumberField
212,ex212,_m5_assess || q3_i4 UpdateNumberField
213,ex213,_m5_assess || q3_i5 UpdateNumberField
214,ex214,_m6_assess || q1_i1 UpdateRadioButton
215,ex215,_m6_assess || q2_i1 UpdateRadioButton
216,ex216,_m6_assess || q3_i1 UpdateRadioButton
217,ex217,_m6_assess || q4_i1 UpdateRadioButton
218,ex218,_m6_assess || q5_i1 UpdateRadioButton
219,ex219,_m6_assess || q6_i1 UpdateRadioButton
220,ex220,_m6_assess || q7_i1 UpdateComboBox
221,ex221,_m6_assess || q7_i2 UpdateComboBox
222,ex222,_m6_assess || q8_i1 UpdateComboBox
223,ex223,_m6_assess || q8_i2 UpdateComboBox
224,ex224,_m7_assess || q1_A UpdateRadioButton
225,ex225,_m7_assess || q2_A UpdateRadioButton
226,ex226,_m7_assess || q3_A UpdateRadioButton
227,ex227,_m7_assess || q4_A UpdateRadioButton
228,ex228,_m7_assess || q5_A UpdateRadioButton
229,ex229,_m7_assess || q6_A UpdateRadioButton
230,ex230,_m7_assess || q7_i1 UpdateComboBox
231,ex231,_m7_assess || q7_i2 UpdateComboBox
232,ex232,_m7_assess || q7_i3 UpdateComboBox
233,ex233,_m7_assess || q7_i4 UpdateComboBox
234,ex234,_m7_assess || q7_i5 UpdateComboBox
235,ex235,_m7_assess || q8_i1 UpdateNumberField
236,ex236,_m7_assess || q8_i2 UpdateNumberField
237,ex237,_m7_assess || q8_i3 UpdateNumberField
238,ex238,_m8_assess || q1_i1 UpdateComboBox
239,ex239,_m8_assess || q2_i1 UpdateNumberField
240,ex240,_m8_assess || q2_i2 UpdateNumberField
241,ex241,_m8_assess || q3_i1 UpdateNumberField
242,ex242,_m8_assess || q3_i2 UpdateNumberField
243,ex243,_m8_assess || q4_i1 UpdateComboBox
244,ex244,_m8_assess || q4_i2 UpdateComboBox
245,ex245,_m8_assess || q4_i3 UpdateComboBox
246,ex246,_m8_assess_part2 || q1_i1 UpdateComboBox
247,ex247,_m8_assess_part2 || q1_i2 UpdateComboBox
248,ex248,_m8_assess_part2 || q1_i3 UpdateComboBox
249,ex249,_m8_assess_part2 || q2_i1 UpdateComboBox
250,ex250,_m8_assess_part2 || q2_i2 UpdateComboBox
251,ex251,_m8_assess_part2 || q2_i3 UpdateComboBox
252,ex252,_m8_assess_part2 || q3_i1 UpdateNumberField
253,ex253,_m8_assess_part2 || q3_i2 UpdateNumberField
254,ex254,_m8_assess_part2 || q4_i1 UpdateNumberField
255,ex255,_m8_assess_part2 || q4_i2 UpdateNumberField
256,ex256,_m8_assess_part2 || q4_i3 UpdateNumberField
257,ex257,_m9_assess || q1_i1 UpdateComboBox
258,ex258,_m9_assess || q2_i1 UpdateRadioButton
259,ex259,_m9_assess || q2_i2 UpdateRadioButton
260,ex260,_m9_assess || q3_i1 UpdateRadioButton
261,ex261,_m9_assess || q3_i2 UpdateRadioButton
262,ex262,_m9_assess || q4_i1 UpdateRadioButton
263,ex263,_m9_assess || q4_i2 UpdateRadioButton
264,ex264,_m9_assess || q5_i1 UpdateComboBox
265,ex265,_m9_assess || q5_i2 UpdateComboBox
266,ex266,_m9_assess || q5_i3 UpdateComboBox
267,ex267,_m9_assess || q5_i4 UpdateComboBox
268,ex268,_m9_assess || q5_i5 UpdateComboBox
269,ex269,_m9_assess || q5_i6 UpdateComboBox
270,ex270,_m9_assess || q5_i7 UpdateComboBox
271,ex271,_m9_assess || q5_i8 UpdateComboBox
272,ex272,_m9_assess || q6_i1 UpdateRadioButton
273,ex273,_m9_assess || q7_i1 UpdateComboBox
274,ex274,_m9_assess || q7_i2 UpdateComboBox
275,ex275,_m9_assess || q7_i3 UpdateComboBox
276,ex276,_m9_assess || q7_i4 UpdateComboBox
277,ex277,_m9_assess || q7_i5 UpdateComboBox
278,ex278,_m9_assess || q8_i1 UpdateComboBox
279,ex279,_m9_assess || q8_i2 UpdateComboBox
280,ex280,_m9_assess || q8_i3 UpdateComboBox
281,ex281,_m9_assess || q8_i4 UpdateComboBox
282,ex282,_m9_assess || q9_i1 UpdateComboBox
283,ex283,_m9_assess || q9_i2 UpdateComboBox
284,ex284,_m9_assess || q9_i3 UpdateComboBox
285,ex285,_m9_assess || q9_i4 UpdateComboBox
286,ex286,tutor_03_01 || q1_i1 UpdateRadioButton
287,ex287,tutor_03_01 || q2_i1 UpdateRadioButton
288,ex288,tutor_03_01 || q3_i1 UpdateRadioButton
289,ex289,tutor_03_02 || q1_i1 UpdateRadioButton
290,ex290,tutor_03_02 || q2_i1 UpdateRadioButton
291,ex291,tutor_03_02 || q3_i1 UpdateRadioButton
292,ex292,tutor_03_03 || q1_A UpdateRadioButton
293,ex293,tutor_03_03 || q2_A UpdateRadioButton
294,ex294,tutor_03_04 || q1_i1 UpdateRadioButton
295,ex295,tutor_03_05 || q1_A UpdateRadioButton
296,ex296,tutor_03_06 || q1_A UpdateRadioButton
297,ex297,tutor_03_07 || q1_A UpdateRadioButton
298,ex298,tutor_03_08 || q1_A UpdateRadioButton
299,ex299,tutor_03_09 || q1_A UpdateRadioButton
300,ex300,tutor_03_10 || q1_A UpdateRadioButton
301,ex301,tutor_03_11 || q1_q1-input UpdateRadioButton
302,ex302,tutor_03_11 || q2_q2-input UpdateRadioButton
303,ex303,tutor_03_11 || q3_q3-input UpdateRadioButton
304,ex304,tutor_03_11 || q4_q4-input UpdateRadioButton
305,ex305,tutor_03_12 || q1_q1-input UpdateRadioButton
306,ex306,tutor_03_12 || q2_q2-input UpdateRadioButton
307,ex307,tutor_03_12 || q3_q3-input UpdateRadioButton
308,ex308,tutor_03_12 || q4_q4-input UpdateRadioButton
309,ex309,tutor_03_13 || q1_q1-input UpdateRadioButton
310,ex310,tutor_03_13 || q2_q2-input UpdateRadioButton
311,ex311,tutor_03_13 || q3_q3-input UpdateRadioButton
312,ex312,tutor_03_13 || q4_q4-input UpdateRadioButton
313,ex313,tutor_03_14 || q1_q1-input UpdateRadioButton
314,ex314,tutor_03_14 || q2_q2-input UpdateRadioButton
315,ex315,tutor_03_15 || q1_q1-input UpdateRadioButton
316,ex316,tutor_03_15 || q2_q2-input UpdateRadioButton
317,ex317,tutor_03_15 || q3_q3-input UpdateRadioButton
318,ex318,tutor_03_15 || q4_q4-input UpdateRadioButton
319,ex319,tutor_04_01 || q1_A UpdateComboBox
320,ex320,tutor_04_01 || q2_B UpdateComboBox
321,ex321,tutor_04_02 || q1_A UpdateNumberField
322,ex322,tutor_04_02 || q2_B UpdateNumberField
323,ex323,tutor_04_03 || q1_A UpdateComboBox
324,ex324,tutor_04_03 || q2_B UpdateComboBox
325,ex325,tutor_04_04 || q1_A UpdateNumberField
326,ex326,tutor_04_04 || q2_B UpdateNumberField
327,ex327,tutor_04_05 || q1_A UpdateComboBox
328,ex328,tutor_04_05 || q1_B UpdateComboBox
329,ex329,tutor_04_05 || q1_C UpdateComboBox
330,ex330,tutor_04_05 || q1_D UpdateComboBox
331,ex331,tutor_04_05 || q2_E UpdateRadioButton
332,ex332,tutor_04_05 || q3_F UpdateRadioButton
333,ex333,tutor_04_06 || q1_i1 UpdateRadioButton
334,ex334,tutor_04_06 || q2_i1 UpdateRadioButton
335,ex335,tutor_04_08 || q1_A UpdateNumberField
336,ex336,tutor_04_08 || q2_B UpdateNumberField
337,ex337,tutor_04_08 || q3_C UpdateNumberField
338,ex338,tutor_04_08 || q4_D UpdateComboBox
339,ex339,tutor_04_09 || q1_A UpdateComboBox
340,ex340,tutor_04_09 || q1_B UpdateComboBox
341,ex341,tutor_04_09 || q1_C UpdateComboBox
342,ex342,tutor_04_09 || q1_D UpdateComboBox
343,ex343,tutor_04_10 || q1_A UpdateComboBox
344,ex344,tutor_04_10 || q2_B UpdateComboBox
345,ex345,tutor_04_10 || q3_C UpdateComboBox
346,ex346,tutor_04_10 || q3_D UpdateComboBox
347,ex347,tutor_04_10 || q3_E UpdateComboBox
348,ex348,tutor_04_10 || q3_F UpdateComboBox
349,ex349,tutor_04_10 || q3_G UpdateComboBox
350,ex350,tutor_04_10 || q3_H UpdateComboBox
351,ex351,tutor_04_12 || q1_A UpdateComboBox
352,ex352,tutor_04_12 || q1_B UpdateComboBox
353,ex353,tutor_04_12 || q3_D UpdateComboBox
354,ex354,tutor_04_13 || q1_A UpdateComboBox
355,ex355,tutor_04_13 || q1_B UpdateComboBox
356,ex356,tutor_04_13 || q1_C UpdateComboBox
357,ex357,tutor_04_13 || q2_D UpdateComboBox
358,ex358,tutor_04_13 || q2_E UpdateComboBox
359,ex359,tutor_04_13 || q2_F UpdateComboBox
360,ex360,tutor_04_15 || q1_C UpdateComboBox
361,ex361,tutor_04_15 || q2_A UpdateComboBox
362,ex362,tutor_04_15 || q2_B UpdateComboBox
363,ex363,tutor_04_17 || q1_A UpdateRadioButton
364,ex364,tutor_04_18 || q1_A UpdateRadioButton
365,ex365,tutor_04_19 || q1_A UpdateRadioButton
366,ex366,tutor_05_01 || q1_q1-input UpdateComboBox
367,ex367,tutor_05_01 || q2_q2-input UpdateComboBox
368,ex368,tutor_05_02 || q1_C UpdateComboBox
369,ex369,tutor_05_03 || q10_A UpdateComboBox
370,ex370,tutor_05_03 || q10_B UpdateComboBox
371,ex371,tutor_05_03 || q10_C UpdateComboBox
372,ex372,tutor_05_03 || q10_D UpdateComboBox
373,ex373,tutor_05_03 || q10_E UpdateComboBox
374,ex374,tutor_05_03 || q10_F UpdateComboBox
375,ex375,tutor_05_03 || q11_G UpdateComboBox
376,ex376,tutor_05_03 || q12_H UpdateComboBox
377,ex377,tutor_05_03 || q12_I UpdateComboBox
378,ex378,tutor_05_03 || q12_J UpdateComboBox
379,ex379,tutor_05_03 || q12_K UpdateComboBox
380,ex380,tutor_05_03 || q12_L UpdateComboBox
381,ex381,tutor_05_03 || q12_M UpdateComboBox
382,ex382,tutor_05_03 || q13_N UpdateComboBox
383,ex383,tutor_05_03 || q1_i1 UpdateComboBox
384,ex384,tutor_05_03 || q2_i2 UpdateHotspotSingle
385,ex385,tutor_05_03 || q3_i3 UpdateHotspotSingle
386,ex386,tutor_05_03 || q4_i4 UpdateHotspotSingle
387,ex387,tutor_05_03 || q5_i5 UpdateComboBox
388,ex388,tutor_05_03 || q6_i6 UpdateComboBox
389,ex389,tutor_05_03 || q7_i7 UpdateComboBox
390,ex390,tutor_05_03 || q8_i8 UpdateComboBox
391,ex391,tutor_05_03 || q9_A UpdateShortAnswer
392,ex392,tutor_05_05 || q1_C UpdateComboBox
393,ex393,tutor_05_07 || q10_i10 UpdateComboBox
394,ex394,tutor_05_07 || q11_A UpdateComboBox
395,ex395,tutor_05_07 || q11_B UpdateComboBox
396,ex396,tutor_05_07 || q11_C UpdateComboBox
397,ex397,tutor_05_07 || q12_i12 UpdateComboBox
398,ex398,tutor_05_07 || q1_i1 UpdateComboBox
399,ex399,tutor_05_07 || q2_i2 UpdateComboBox
400,ex400,tutor_05_07 || q3_i3 UpdateComboBox
401,ex401,tutor_05_07 || q4_i4 UpdateRadioButton
402,ex402,tutor_05_07 || q5_i5 UpdateRadioButton
403,ex403,tutor_05_07 || q6_i6 UpdateRadioButton
404,ex404,tutor_05_07 || q7_i7 UpdateRadioButton
405,ex405,tutor_05_07 || q8_i8 UpdateRadioButton
406,ex406,tutor_05_07 || q9_i9 UpdateRadioButton
407,ex407,tutor_05_09 || q1_A UpdateShortAnswer
408,ex408,tutor_05_10 || q1_A UpdateShortAnswer
409,ex409,tutor_05_11 || q1_A UpdateShortAnswer
410,ex410,tutor_05_12 || q1_i1 UpdateComboBox
411,ex411,tutor_05_12 || q2_i2 UpdateRadioButton
412,ex412,tutor_05_12 || q3_i3 UpdateRadioButton
413,ex413,tutor_05_12 || q4_i4 UpdateRadioButton
414,ex414,tutor_05_12 || q5_i5 UpdateRadioButton
415,ex415,tutor_05_15 || q1_A UpdateShortAnswer
416,ex416,tutor_05_17 || q1_i1 UpdateComboBox
417,ex417,tutor_05_17 || q2_i2 UpdateComboBox
418,ex418,tutor_05_17 || q3_i3 UpdateComboBox
419,ex419,tutor_05_17 || q4_i4 UpdateComboBox
420,ex420,tutor_05_18 || q1_i1 UpdateComboBox
421,ex421,tutor_05_18 || q2_i2 UpdateComboBox
422,ex422,tutor_05_18 || q3_i3 UpdateComboBox
423,ex423,tutor_05_18 || q4_i4 UpdateComboBox
424,ex424,tutor_05_18 || q5_i5 UpdateComboBox
425,ex425,tutor_05_18 || q6_i6 UpdateHotspotSingle
426,ex426,tutor_05_19 || q1_A UpdateNumberField
427,ex427,tutor_05_19 || q2_B UpdateNumberField
428,ex428,tutor_05_19 || q3_C UpdateNumberField
429,ex429,tutor_07_17 || q1_A UpdateComboBox
430,ex430,tutor_07_17 || q2_B UpdateComboBox
431,ex431,tutor_07_18 || q1_A UpdateRadioButton
432,ex432,tutor_07_19 || q1_A UpdateComboBox
433,ex433,tutor_07_19 || q1_B UpdateComboBox
434,ex434,tutor_07_19 || q2_C UpdateComboBox
435,ex435,tutor_07_19 || q2_D UpdateComboBox
436,ex436,tutor_07_20 || q1_A UpdateRadioButton
437,ex437,tutor_07_20 || q2_A UpdateRadioButton
438,ex438,tutor_07_20 || q3_A UpdateRadioButton
439,ex439,tutor_07_20 || q4_A UpdateRadioButton
440,ex440,tutor_07_21 || q1_A UpdateComboBox
441,ex441,tutor_07_21 || q2_B UpdateComboBox
442,ex442,tutor_07_21 || q3_C UpdateComboBox
443,ex443,tutor_07_21 || q3_D UpdateComboBox
444,ex444,tutor_07_22 || q1_A UpdateComboBox
445,ex445,tutor_07_22 || q2_B UpdateComboBox
446,ex446,tutor_07_22 || q2_C UpdateComboBox
447,ex447,tutor_07_23 || q1_A UpdateComboBox
448,ex448,tutor_07_23 || q1_B UpdateComboBox
449,ex449,tutor_07_23 || q2_C UpdateComboBox
450,ex450,tutor_07_23 || q2_D UpdateComboBox
451,ex451,tutor_07_23 || q3_E UpdateComboBox
452,ex452,tutor_07_23 || q3_F UpdateComboBox
453,ex453,tutor_07_23 || q4_i1 UpdateShortAnswer
454,ex454,tutor_07_24 || q1_A UpdateComboBox
455,ex455,tutor_07_24 || q1_B UpdateComboBox
456,ex456,tutor_07_24 || q2_C UpdateComboBox
457,ex457,tutor_07_24 || q2_D UpdateComboBox
458,ex458,tutor_07_24 || q3_E UpdateComboBox
459,ex459,tutor_07_24 || q3_F UpdateComboBox
460,ex460,tutor_07_24 || q4_G UpdateComboBox
461,ex461,tutor_07_24 || q5_H UpdateComboBox
462,ex462,tutor_07_25 || q1_A UpdateComboBox
463,ex463,tutor_07_25 || q2_B UpdateComboBox
464,ex464,tutor_07_25 || q3_C UpdateComboBox
465,ex465,tutor_07_25 || q3_D UpdateComboBox
466,ex466,tutor_07_26 || q1_A UpdateShortAnswer
467,ex467,tutor_07_26 || q2_B UpdateComboBox
468,ex468,tutor_07_27 || q1_A UpdateComboBox
469,ex469,tutor_07_27 || q2_B UpdateComboBox
470,ex470,tutor_08_01 || q1_F UpdateComboBox
471,ex471,tutor_08_01 || q2_E UpdateComboBox
472,ex472,tutor_08_01 || q3_A UpdateComboBox
473,ex473,tutor_08_01 || q3_B UpdateComboBox
474,ex474,tutor_08_01 || q3_C UpdateComboBox
